,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP,PTS_per_G,TRB_per_G,AST_per_G,WS_per_G,WS_per_48,BPM,VORP
330,2014,21,OKC,Mitch McGary,University of Michigan,2,52,557,227,183,17,0.527,0.0,0.58,557,4.4,3.5,0.3,1.3,0.10800000000000001,-3.1,-0.2
331,2014,22,MEM,Jordan Adams,"University of California, Los Angeles",2,32,263,101,30,19,0.402,0.385,0.607,263,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
332,2014,23,UTA,Rodney Hood,Duke University,5,267,7350,3468,799,527,0.42100000000000004,0.371,0.835,7350,13.0,3.0,2.0,14.5,0.094,-0.7,2.3
333,2014,24,CHH,Shabazz Napier,University of Connecticut,5,250,3914,1454,424,470,0.395,0.368,0.799,3914,5.8,1.7,1.9,4.9,0.06,-1.8,0.2
334,2014,25,HOU,Clint Capela,,5,247,5804,2747,2086,212,0.632,0.0,0.493,5804,11.1,8.4,0.9,23.5,0.19399999999999998,1.7,5.4
335,2014,26,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,0.34299999999999997,0.295,0.81,2000,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0
336,2014,27,PHO,Bogdan Bogdanovic,,2,87,2399,1042,248,283,0.444,0.389,0.851,2399,12.0,2.9,3.3,3.3,0.065,-1.1,0.6
337,2014,28,LAC,C.J. Wilcox,University of Washington,3,66,376,132,31,30,0.37,0.33299999999999996,0.813,376,2.0,0.5,0.5,0.1,0.006999999999999999,-5.2,-0.3
338,2014,29,OKC,Josh Huestis,Stanford University,3,76,1068,187,180,23,0.34600000000000003,0.312,0.24,1068,2.5,2.4,0.3,0.7,0.03,-3.8,-0.5
339,2014,30,SAS,Kyle Anderson,"University of California, Los Angeles",5,276,5175,1368,1043,500,0.475,0.33299999999999996,0.716,5175,5.0,3.8,1.8,13.6,0.126,2.1,5.4
342,2014,31,MIL,Damien Inglis,,1,20,156,36,31,10,0.35100000000000003,0.231,0.875,156,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2
343,2014,32,PHI,K.J. McDaniels,Clemson University,3,148,2092,782,324,95,0.41200000000000003,0.29,0.7759999999999999,2092,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
344,2014,33,CLE,Joe Harris,University of Virginia,5,207,4235,1688,523,256,0.46399999999999997,0.406,0.778,4235,8.2,2.5,1.2,6.1,0.069,-1.2,0.8
345,2014,34,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,0.34600000000000003,0.263,0.75,801,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
346,2014,35,UTA,Jarnell Stokes,University of Tennessee,3,28,151,67,40,7,0.581,0.0,0.531,151,2.4,1.4,0.3,0.6,0.20199999999999999,1.0,0.1
347,2014,36,MIL,Johnny O'Bryant III,Louisiana State University,4,147,1684,509,352,69,0.402,0.36,0.6629999999999999,1684,3.5,2.4,0.5,0.2,0.006,-6.4,-1.9
348,2014,37,TOR,DeAndre Daniels,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2014,38,DET,Spencer Dinwiddie,University of Colorado,5,206,4839,1975,543,940,0.4,0.325,0.7979999999999999,4839,9.6,2.6,4.6,10.3,0.10300000000000001,-0.6,1.7
350,2014,39,PHI,Jerami Grant,Syracuse University,5,322,7198,2499,1182,342,0.44799999999999995,0.308,0.642,7198,7.8,3.7,1.1,12.7,0.084,-1.5,0.9
351,2014,40,MIN,Glenn Robinson III,University of Michigan,5,188,2801,859,414,108,0.447,0.377,0.73,2801,4.6,2.2,0.6,4.6,0.078,-2.3,-0.2
352,2014,41,DEN,Nikola Jokic,,4,248,6807,3733,2279,1149,0.524,0.359,0.831,6807,15.1,9.2,4.6,29.8,0.21,7.0,15.5
353,2014,42,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,0.34700000000000003,0.23800000000000002,0.68,262,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3
354,2014,43,ATL,Walter Tavares,,2,13,101,33,32,4,0.625,0.0,0.273,101,2.5,2.5,0.3,0.2,0.11800000000000001,-0.6,0.0
355,2014,44,MIN,Markel Brown,Oklahoma State University,3,113,1794,584,234,132,0.38,0.295,0.7809999999999999,1794,5.2,2.1,1.2,1.1,0.028999999999999998,-2.8,-0.4
356,2014,45,CHH,Dwight Powell,Stanford University,5,269,4472,1810,1129,208,0.541,0.28600000000000003,0.741,4472,6.7,4.2,0.8,16.3,0.174,1.6,4.1
357,2014,46,WAS,Jordan Clarkson,University of Missouri,5,320,8774,4551,1027,871,0.444,0.336,0.812,8774,14.2,3.2,2.7,9.3,0.051,-1.7,0.6
358,2014,47,PHI,Russ Smith,University of Louisville,2,27,131,53,15,19,0.319,0.188,0.769,131,2.0,0.6,0.7,-0.2,-0.068,-6.4,-0.1
359,2014,48,MIL,Lamar Patterson,University of Pittsburgh,2,40,435,93,57,45,0.326,0.23600000000000002,0.72,435,2.3,1.4,1.1,0.1,0.006,-5.5,-0.4
360,2014,49,CHI,Cameron Bairstow,University of New Mexico,2,36,167,44,36,7,0.29600000000000004,0.2,0.846,167,1.2,1.0,0.2,-0.1,-0.021,-7.7,-0.2
361,2014,50,PHO,Alec Brown,University of Wisconsin-Green Bay,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2014,51,NYK,Thanasis Antetokounmpo,,1,2,6,6,1,0,0.75,0.0,0.0,6,3.0,0.5,0.0,0.0,0.29100000000000004,-4.1,0.0
363,2014,52,PHI,Vasilije Micic,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,2014,53,MIN,Alessandro Gentile,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2014,54,PHI,Nemanja Dangubic,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2014,55,MIA,Semaj Christon,Xavier University,1,64,973,183,87,130,0.345,0.19,0.5479999999999999,973,2.9,1.4,2.0,0.1,0.006,-6.3,-1.1
367,2014,56,DEN,Roy Devyn Marble,University of Iowa,2,44,457,97,69,29,0.304,0.222,0.375,457,2.2,1.6,0.7,-0.3,-0.027999999999999997,-5.0,-0.3
368,2014,57,IND,Louis Labeyrie,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2014,58,SAS,Jordan McRae,University of Tennessee,3,63,601,262,65,46,0.396,0.373,0.774,601,4.2,1.0,0.7,0.4,0.035,-6.0,-0.6
370,2014,59,TOR,Xavier Thames,San Diego State University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2014,60,SAS,Cory Jefferson,Baylor University,2,58,581,205,161,16,0.444,0.125,0.583,581,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4
372,2015,1,MIN,Karl-Anthony Towns,University of Kentucky,4,267,9283,5744,3133,626,0.539,0.38799999999999996,0.84,9283,21.5,11.7,2.3,36.8,0.19,4.3,14.7
373,2015,2,LAL,D'Angelo Russell,Ohio State University,4,212,5892,3154,768,934,0.41100000000000003,0.34600000000000003,0.755,5892,14.9,3.6,4.4,2.7,0.022000000000000002,-0.8,1.8
374,2015,3,PHI,Jahlil Okafor,Duke University,4,140,3137,1724,716,136,0.514,0.2,0.687,3137,12.3,5.1,1.0,3.0,0.047,-4.0,-1.6
375,2015,4,NYK,Kristaps Porzingis,,3,186,5764,3312,1317,248,0.43700000000000006,0.361,0.804,5764,17.8,7.1,1.3,12.1,0.1,-0.1,2.8
376,2015,5,ORL,Mario Hezonja,,4,238,4397,1666,673,298,0.414,0.325,0.81,4397,7.0,2.8,1.3,2.0,0.022000000000000002,-3.0,-1.1
377,2015,6,SAC,Willie Cauley-Stein,University of Kentucky,4,234,5444,2295,1363,333,0.524,0.235,0.624,5444,9.8,5.8,1.4,11.9,0.105,0.0,2.7
378,2015,7,DEN,Emmanuel Mudiay,,4,201,5019,2183,604,828,0.381,0.318,0.73,5019,10.9,3.0,4.1,-1.4,-0.013000000000000001,-3.9,-2.5
379,2015,8,DET,Stanley Johnson,University of Arizona,4,235,5331,1672,812,356,0.37200000000000005,0.29600000000000004,0.763,5331,7.1,3.5,1.5,3.2,0.028999999999999998,-2.0,0.0
380,2015,9,CHO,Frank Kaminsky,University of Wisconsin,4,244,5580,2399,981,398,0.413,0.34700000000000003,0.765,5580,9.8,4.0,1.6,9.4,0.081,-1.2,1.1
381,2015,10,MIA,Justise Winslow,Duke University,4,179,4950,1361,947,385,0.40399999999999997,0.314,0.6579999999999999,4950,7.6,5.3,2.2,5.2,0.05,-1.2,1.0
382,2015,11,IND,Myles Turner,University of Texas at Austin,4,225,6251,2833,1439,264,0.496,0.33299999999999996,0.78,6251,12.6,6.4,1.2,16.7,0.128,0.8,4.3
383,2015,12,UTA,Trey Lyles,University of Kentucky,4,244,4339,1871,971,250,0.439,0.348,0.7040000000000001,4339,7.7,4.0,1.0,7.6,0.084,-2.2,-0.2
384,2015,13,PHO,Devin Booker,University of Kentucky,4,224,7285,4518,739,835,0.428,0.36,0.85,7285,20.2,3.3,3.7,6.8,0.045,-1.7,0.6
385,2015,14,OKC,Cameron Payne,Murray State University,4,132,2095,781,237,323,0.38799999999999996,0.336,0.8,2095,5.9,1.8,2.4,1.8,0.042,-2.9,-0.5
386,2015,15,ATL,Kelly Oubre,University of Kansas,4,243,4998,1924,844,174,0.41100000000000003,0.315,0.7859999999999999,4998,7.9,3.5,0.7,6.5,0.062,-2.5,-0.6
387,2015,16,BOS,Terry Rozier,University of Louisville,4,214,4112,1554,747,443,0.376,0.355,0.767,4112,7.3,3.5,2.1,7.4,0.086,-0.7,1.4
388,2015,17,MIL,Rashad Vaughn,"University of Nevada, Las Vegas",3,139,1671,423,158,75,0.337,0.313,0.6920000000000001,1671,3.0,1.1,0.5,-0.6,-0.017,-5.6,-1.5
389,2015,18,HOU,Sam Dekker,University of Wisconsin,4,162,2477,864,492,123,0.48,0.28800000000000003,0.619,2477,5.3,3.0,0.8,4.7,0.09,-1.7,0.2
390,2015,19,WAS,Jerian Grant,University of Notre Dame,4,234,4384,1507,465,714,0.41,0.317,0.775,4384,6.4,2.0,3.1,6.9,0.075,-2.1,-0.1
391,2015,20,TOR,Delon Wright,University of Utah,4,139,2372,909,319,311,0.455,0.36700000000000005,0.809,2372,6.5,2.3,2.2,6.8,0.138,1.9,2.3
392,2015,21,DAL,Justin Anderson,University of Virginia,4,171,2428,994,472,120,0.42200000000000004,0.295,0.784,2428,5.8,2.8,0.7,4.3,0.084,-1.6,0.2
393,2015,22,CHI,Bobby Portis,University of Arkansas,4,203,3858,1879,1171,218,0.462,0.34299999999999997,0.731,3858,9.3,5.8,1.1,7.4,0.092,-1.7,0.3
394,2015,23,POR,Rondae Hollis-Jefferson,University of Arizona,4,192,4663,1949,1160,390,0.452,0.22699999999999998,0.755,4663,10.2,6.0,2.0,8.2,0.085,-0.6,1.6
395,2015,24,CLE,Tyus Jones,Duke University,4,199,3179,873,279,551,0.41100000000000003,0.33399999999999996,0.802,3179,4.4,1.4,2.8,5.7,0.086,-1.2,0.6
396,2015,25,MEM,Jarell Martin,Louisiana State University,4,155,2726,913,595,105,0.43,0.317,0.768,2726,5.9,3.8,0.7,2.6,0.046,-4.0,-1.3
397,2015,26,SAS,Nikola Milutinov,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,2015,27,LAL,Larry Nance Jr.,University of Wyoming,4,209,4509,1496,1245,270,0.541,0.22899999999999998,0.687,4509,7.2,6.0,1.3,12.4,0.132,1.6,4.1
399,2015,28,BOS,R.J. Hunter,Georgia State University,3,44,369,116,43,16,0.361,0.282,0.889,369,2.6,1.0,0.4,0.3,0.039,-3.8,-0.2
400,2015,29,BRK,Chris McCullough,Syracuse University,3,59,532,194,112,15,0.426,0.306,0.5479999999999999,532,3.3,1.9,0.3,0.6,0.054000000000000006,-2.3,0.0
401,2015,30,GSW,Kevon Looney,"University of California, Los Angeles",4,146,1785,540,461,107,0.573,0.222,0.6,1785,3.7,3.2,0.7,5.8,0.155,1.3,1.5
404,2015,31,MIN,Cedi Osman,,2,78,1200,433,206,83,0.431,0.355,0.667,1200,5.6,2.6,1.1,0.8,0.031,-3.2,-0.4
405,2015,32,HOU,Montrezl Harrell,University of Louisville,4,192,3223,1803,730,183,0.642,0.133,0.629,3223,9.4,3.8,1.0,13.1,0.195,2.1,3.3
406,2015,33,BOS,Jordan Mickey,Louisiana State University,3,64,482,152,128,17,0.449,0.11800000000000001,0.605,482,2.4,2.0,0.3,0.5,0.05,-4.8,-0.3
407,2015,34,LAL,Anthony Brown,Stanford University,3,41,762,161,103,28,0.32799999999999996,0.28600000000000003,0.85,762,3.9,2.5,0.7,-0.2,-0.016,-4.8,-0.5
408,2015,35,PHI,Willy Hernangomez,,3,135,2032,945,759,144,0.534,0.43200000000000005,0.706,2032,7.0,5.6,1.1,6.2,0.146,0.6,1.3
409,2015,36,MIN,Rakeem Christmas,Syracuse University,2,30,225,63,57,4,0.467,0.0,0.7240000000000001,225,2.1,1.9,0.1,0.5,0.105,-4.0,-0.1
410,2015,37,PHI,Richaun Holmes,Bowling Green State University,4,174,2854,1247,729,158,0.5529999999999999,0.257,0.669,2854,7.2,4.2,0.9,8.6,0.14400000000000002,0.9,2.1
411,2015,38,DET,Darrun Hilliard,Villanova University,3,91,859,295,85,71,0.377,0.304,0.747,859,3.2,0.9,0.8,0.3,0.016,-5.1,-0.7
412,2015,39,CHO,Juan Pablo Vaulet,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,2015,40,MIA,Josh Richardson,University of Tennessee,4,205,6073,2313,635,505,0.434,0.385,0.797,6073,11.3,3.1,2.5,11.7,0.092,0.9,4.5
414,2015,41,BRK,Pat Connaughton,University of Notre Dame,4,172,2252,699,320,157,0.42700000000000005,0.359,0.8029999999999999,2252,4.1,1.9,0.9,4.0,0.085,-1.2,0.4
415,2015,42,UTA,Olivier Hanlan,Boston College,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,2015,43,IND,Joseph Young,University of Oregon,3,127,1077,429,130,119,0.39299999999999996,0.29600000000000004,0.768,1077,3.4,1.0,0.9,0.4,0.016,-5.3,-0.9
417,2015,44,PHO,Andrew Harrison,University of Kentucky,3,137,2920,996,280,389,0.376,0.299,0.779,2920,7.3,2.0,2.8,3.4,0.055,-2.5,-0.4
418,2015,45,BOS,Marcus Thornton,College of William & Mary,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,2015,46,MIL,Norman Powell,"University of California, Los Angeles",4,206,3319,1349,421,228,0.429,0.32799999999999996,0.799,3319,6.5,2.0,1.1,5.3,0.076,-1.6,0.3
420,2015,47,PHI,Arturas Gudaitis,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,2015,48,OKC,Dakari Johnson,University of Kentucky,1,31,161,55,34,8,0.564,0.0,0.55,161,1.8,1.1,0.3,0.6,0.17800000000000002,0.3,0.1
422,2015,49,WAS,Aaron White,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,2015,50,ATL,Marcus Eriksson,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,2015,51,ORL,Tyler Harvey,Eastern Washington University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,2015,52,DAL,Satnam Singh,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,2015,53,CLE,Sir'Dominic Pointer,St. John's University,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,2015,54,UTA,Dani Diez,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,2015,55,SAS,Cady Lalanne,University of Massachusetts Amherst,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,2015,56,NOP,Branden Dawson,Michigan State University,1,6,29,5,4,0,0.4,0.0,1.0,29,0.8,0.7,0.0,0.0,0.069,-6.6,0.0
430,2015,57,DEN,Nikola Radicevic,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,2015,58,PHI,J.P. Tokoto,University of North Carolina,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,2015,59,ATL,Dimitrios Agravanis,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,2015,60,PHI,Luka Mitrovic,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,2016,1,PHI,Ben Simmons,Louisiana State University,2,102,3437,1605,842,827,0.545,0.0,0.5710000000000001,3437,15.7,8.3,8.1,11.2,0.157,4.3,5.5
435,2016,2,LAL,Brandon Ingram,Duke University,3,153,4734,1926,699,428,0.441,0.33,0.657,4734,12.6,4.6,2.8,2.7,0.027000000000000003,-2.8,-1.0
436,2016,3,BOS,Jaylen Brown,University of California,3,167,4026,1743,644,202,0.452,0.36,0.654,4026,10.4,3.9,1.2,6.2,0.07400000000000001,-2.0,0.0
437,2016,4,PHO,Dragan Bender,,3,131,2669,681,470,155,0.377,0.342,0.6940000000000001,2669,5.2,3.6,1.2,-0.4,-0.008,-3.1,-0.8
438,2016,5,MIN,Kris Dunn,Providence College,3,131,2888,1001,391,505,0.41100000000000003,0.308,0.6940000000000001,2888,7.6,3.0,3.9,0.8,0.013999999999999999,-1.2,0.6
439,2016,6,NOP,Buddy Hield,University of Oklahoma,3,182,4533,2321,687,329,0.444,0.41700000000000004,0.853,4533,12.8,3.8,1.8,5.1,0.054000000000000006,-1.2,0.9
440,2016,7,DEN,Jamal Murray,University of Kentucky,3,183,5004,2510,598,535,0.431,0.353,0.895,5004,13.7,3.3,2.9,8.1,0.078,-1.1,1.2
441,2016,8,SAC,Marquese Chriss,University of Washington,3,160,3299,1319,748,144,0.43700000000000006,0.305,0.617,3299,8.2,4.7,0.9,2.4,0.035,-1.9,0.1
442,2016,9,TOR,Jakob Poeltl,University of Utah,3,152,2338,799,622,84,0.637,0.5,0.584,2338,5.3,4.1,0.6,7.9,0.163,2.2,2.5
443,2016,10,MIL,Thon Maker,,3,143,1941,642,374,76,0.42700000000000005,0.332,0.669,1941,4.5,2.6,0.5,3.1,0.076,-2.2,-0.1
444,2016,11,ORL,Domantas Sabonis,Gonzaga University,3,174,3911,1613,1044,295,0.49200000000000005,0.33799999999999997,0.7290000000000001,3911,9.3,6.0,1.7,8.0,0.099,-1.4,0.6
445,2016,12,UTA,Taurean Prince,Baylor University,3,158,3933,1750,617,310,0.419,0.369,0.831,3933,11.1,3.9,2.0,3.1,0.037000000000000005,-1.4,0.6
446,2016,13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,0.514,0.0,0.857,477,4.1,3.2,0.7,0.4,0.044000000000000004,-3.0,-0.1
447,2016,14,CHI,Denzel Valentine,Michigan State University,2,134,3071,1074,544,307,0.39899999999999997,0.374,0.754,3071,8.0,4.1,2.3,3.1,0.048,-1.2,0.6
448,2016,15,DEN,Juan Hernangomez,,3,106,1595,555,340,55,0.445,0.389,0.779,1595,5.2,3.2,0.5,3.6,0.109,-0.9,0.4
449,2016,16,BOS,Guerschon Yabusele,,2,44,277,97,62,19,0.40299999999999997,0.302,0.733,277,2.2,1.4,0.4,0.7,0.124,-0.8,0.1
450,2016,17,MEM,Wade Baldwin,Vanderbilt University,3,48,530,151,59,72,0.35100000000000003,0.258,0.787,530,3.1,1.2,1.5,-0.3,-0.025,-5.5,-0.5
451,2016,18,DET,Henry Ellenson,Marquette University,3,58,483,218,125,27,0.363,0.32,0.795,483,3.8,2.2,0.5,0.0,-0.003,-7.4,-0.7
452,2016,19,DEN,Malik Beasley,Florida State University,3,104,1094,413,133,59,0.431,0.349,0.7020000000000001,1094,4.0,1.3,0.6,1.1,0.048,-4.1,-0.6
453,2016,20,IND,Caris LeVert,University of Michigan,3,142,3517,1583,508,461,0.446,0.33299999999999996,0.716,3517,11.1,3.6,3.2,5.0,0.068,-0.5,1.3
454,2016,21,ATL,DeAndre Bembry,Saint Joseph's University,3,84,1290,405,226,127,0.426,0.28600000000000003,0.564,1290,4.8,2.7,1.5,0.1,0.005,-3.5,-0.5
455,2016,22,CHO,Malachi Richardson,Syracuse University,3,60,590,184,67,24,0.358,0.289,0.773,590,3.1,1.1,0.4,-0.1,-0.012,-6.7,-0.7
456,2016,23,BOS,Ante Zizic,,2,47,337,173,102,10,0.6759999999999999,0.0,0.7140000000000001,337,3.7,2.2,0.2,1.2,0.16399999999999998,-2.1,0.0
457,2016,24,PHI,Timothe Luwawu,,3,133,2103,778,237,133,0.389,0.32,0.8320000000000001,2103,5.8,1.8,1.0,1.7,0.039,-4.3,-1.2
458,2016,25,LAC,Brice Johnson,University of North Carolina,2,21,107,47,34,3,0.449,0.0,0.6,107,2.2,1.6,0.1,0.1,0.062,-2.5,0.0
459,2016,26,PHI,Furkan Korkmaz,,2,28,224,76,38,16,0.364,0.289,0.636,224,2.7,1.4,0.6,0.2,0.051,-3.5,-0.1
460,2016,27,TOR,Pascal Siakam,New Mexico State University,3,157,3149,1123,690,224,0.5329999999999999,0.24,0.687,3149,7.2,4.4,1.4,9.0,0.138,1.9,3.1
461,2016,28,PHO,Skal Labissiere,University of Kentucky,3,100,1892,829,459,101,0.47600000000000003,0.344,0.7659999999999999,1892,8.3,4.6,1.0,2.7,0.068,-2.6,-0.3
462,2016,29,SAS,Dejounte Murray,University of Washington,2,119,2065,784,501,279,0.441,0.316,0.708,2065,6.6,4.2,2.3,3.2,0.07400000000000001,0.3,1.2
463,2016,30,GSW,Damian Jones,Vanderbilt University,3,47,553,163,107,28,0.654,0.0,0.563,553,3.5,2.3,0.6,1.5,0.128,0.3,0.3
466,2016,31,BOS,Deyonta Davis,Michigan State University,2,98,1181,418,310,42,0.593,0.0,0.64,1181,4.3,3.2,0.4,3.2,0.13,-1.5,0.2
467,2016,32,LAL,Ivica Zubac,,3,86,1059,459,301,57,0.516,0.0,0.721,1059,5.3,3.5,0.7,2.2,0.1,-2.4,-0.1
468,2016,33,LAC,Cheick Diallo,University of Kansas,3,84,926,403,340,29,0.545,0.0,0.752,926,4.8,4.0,0.3,2.8,0.147,-3.2,-0.3
469,2016,34,PHO,Tyler Ulis,University of Kentucky,3,133,2782,998,223,537,0.40299999999999997,0.28,0.8079999999999999,2782,7.5,1.7,4.0,0.5,0.008,-4.7,-1.9
470,2016,35,BOS,Rade Zagorac,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,2016,36,MIL,Malcolm Brogdon,University of Virginia,3,143,4024,1685,454,535,0.475,0.401,0.8859999999999999,4024,11.8,3.2,3.7,8.7,0.10400000000000001,-0.6,1.5
472,2016,37,HOU,Chinanu Onuaku,University of Louisville,2,6,74,18,14,4,0.583,0.0,1.0,74,3.0,2.3,0.7,0.1,0.043,-4.1,0.0
473,2016,38,MIL,Patrick McCaw,"University of Nevada, Las Vegas",2,128,2035,511,182,158,0.42100000000000004,0.29600000000000004,0.775,2035,4.0,1.4,1.2,2.3,0.054000000000000006,-2.6,-0.3
474,2016,39,NOP,David Michineau,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,2016,40,NOP,Diamond Stone,University of Maryland,1,7,24,10,6,0,0.231,0.0,1.0,24,1.4,0.9,0.0,-0.1,-0.21100000000000002,-24.1,-0.1
476,2016,41,ORL,Stephen Zimmerman,"University of Nevada, Las Vegas",1,19,108,23,35,4,0.32299999999999995,0.0,0.6,108,1.2,1.8,0.2,0.0,-0.005,-7.3,-0.1
477,2016,42,UTA,Isaiah Whitehead,Seton Hall University,2,89,1823,643,210,212,0.41100000000000003,0.305,0.7879999999999999,1823,7.2,2.4,2.4,-0.9,-0.025,-4.9,-1.4
478,2016,43,HOU,Zhou Qi,,2,19,125,24,22,2,0.212,0.105,0.667,125,1.3,1.2,0.1,-0.2,-0.09300000000000001,-7.1,-0.2
479,2016,44,ATL,Isaia Cordinier,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,2016,45,BOS,Demetrius Jackson,University of Notre Dame,2,20,97,26,16,12,0.455,0.25,0.5,97,1.3,0.8,0.6,0.1,0.028999999999999998,-3.4,0.0
481,2016,46,DAL,A.J. Hammons,Purdue University,1,22,163,48,36,4,0.405,0.5,0.45,163,2.2,1.6,0.2,0.0,-0.001,-5.6,-0.1
482,2016,47,ORL,Jake Layman,University of Maryland,3,89,709,208,84,29,0.373,0.29100000000000004,0.6920000000000001,709,2.3,0.9,0.3,0.2,0.013999999999999999,-3.5,-0.3
483,2016,48,CHI,Paul Zipser,,2,98,1667,458,256,82,0.371,0.335,0.769,1667,4.7,2.6,0.8,-0.1,-0.002,-4.8,-1.2
484,2016,49,DET,Michael Gbinije,Syracuse University,1,9,32,4,3,2,0.1,0.0,1.0,32,0.4,0.3,0.2,-0.1,-0.136,-10.5,-0.1
485,2016,50,IND,Georges Niang,Iowa State University,3,49,254,88,48,15,0.363,0.28300000000000003,0.818,254,1.8,1.0,0.3,-0.1,-0.012,-5.7,-0.2
486,2016,51,BOS,Ben Bentil,Providence College,1,3,10,0,2,0,0.0,0.0,0.0,10,0.0,0.7,0.0,-0.1,-0.473,-26.9,-0.1
487,2016,52,UTA,Joel Bolomboy,Weber State University,2,18,91,31,27,2,0.545,0.2,0.5,91,1.7,1.5,0.1,0.3,0.132,-3.7,0.0
488,2016,53,DEN,Petr Cornelie,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,2016,54,ATL,Kay Felder,Oakland University,2,58,526,223,59,78,0.364,0.268,0.754,526,3.8,1.0,1.3,-0.4,-0.040999999999999995,-7.7,-0.8
490,2016,55,BRK,Marcus Paige,University of North Carolina,1,5,28,12,4,3,0.28600000000000003,0.25,1.0,28,2.4,0.8,0.6,0.0,-0.006,-6.9,0.0
491,2016,56,DEN,Daniel Hamilton,University of Connecticut,2,7,36,13,5,8,0.385,0.33299999999999996,0.5,36,1.9,0.7,1.1,0.0,0.04,-6.0,0.0
492,2016,57,MEM,Wang Zhelin,,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,2016,58,BOS,Abdel Nader,Iowa State University,2,55,537,152,74,27,0.34,0.34299999999999997,0.59,537,2.8,1.3,0.5,-0.2,-0.013999999999999999,-5.5,-0.5
494,2016,59,SAC,Isaiah Cousins,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,2016,60,UTA,Tyrone Wallace,University of California,2,42,933,327,115,74,0.445,0.22699999999999998,0.7440000000000001,933,7.8,2.7,1.8,0.7,0.037000000000000005,-2.5,-0.1
