,2P,2P%,2PA,3P,3P%,3PA,AST,Awards,BLK,Conf,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,Name,ORB,PF,PTS,SOS,STL,School,Season,TOV,TRB, 
479,2.5,0.5870000000000001,4.3,1.0,0.301,3.4,1.8,,0.4,SEC,3.7,3.6,0.46,7.7,1.1,0.557,1.9,36,28,26.0,Chandler Parsons,2.0,2.4,9.2,3.88,1.1,Florida,['2008-09'],1.4,5.7,0
480,3.0,0.5720000000000001,5.3,1.1,0.358,3.1,2.6,,0.1,SEC,4.6,4.1,0.493,8.4,2.9,0.662,4.4,34,18,31.0,Chandler Parsons,2.3,2.1,12.4,7.16,1.1,Florida,['2009-10'],2.0,6.9,0
481,3.1,0.544,5.7,1.2,0.368,3.3,3.8,SEC POY,0.4,SEC,5.7,4.3,0.48,9.0,1.5,0.557,2.7,36,35,34.1,Chandler Parsons,2.1,1.9,11.3,7.57,0.9,Florida,['2010-11'],2.3,7.8,0
482,2.6,0.575,4.6,1.1,0.337,3.2,2.4,,0.3,,4.1,3.7,0.47700000000000004,7.8,1.7,0.611,2.8,142,81,27.9,Chandler Parsons,1.9,2.0,10.2,5.9,0.9,Florida,['Career'],1.6,6.0,0
483,0.7,0.478,1.4,0.4,0.462,0.8,0.4,0,0.1,Big Ten,0.7,1.1,0.47200000000000003,2.3,0.4,0.483,0.9,32,0,8.6,Jon Leuer,0.6,0.4,2.9,6.73,0.1,Wisconsin,['2007-08'],0.6,1.3,
484,3.0,0.513,5.8,0.5,0.29600000000000004,1.6,0.8,0,0.6,Big Ten,2.5,3.5,0.466,7.5,1.4,0.605,2.3,33,12,21.3,Jon Leuer,1.4,1.9,8.8,8.43,0.5,Wisconsin,['2008-09'],1.3,3.8,
485,5.2,0.5489999999999999,9.4,0.8,0.391,1.9,1.6,0,1.3,Big Ten,4.3,5.9,0.522,11.3,2.8,0.72,3.9,24,22,28.8,Jon Leuer,1.5,2.1,15.4,7.66,0.5,Wisconsin,['2009-10'],1.0,5.8,
486,5.1,0.513,9.9,1.6,0.37,4.3,1.6,0,0.9,Big Ten,5.6,6.7,0.47,14.2,3.3,0.843,3.9,34,34,33.5,Jon Leuer,1.7,2.2,18.3,9.41,0.5,Wisconsin,['2010-11'],1.6,7.2,
487,3.4,0.521,6.5,0.8,0.368,2.2,1.1,0,0.7,,3.2,4.2,0.48200000000000004,8.7,2.0,0.723,2.7,123,68,22.8,Jon Leuer,1.3,1.6,11.2,8.06,0.4,Wisconsin,['Career'],1.2,4.5,
488,1.4,0.506,2.8,0.2,0.179,1.2,2.6,0,0.2,Big Ten,1.4,1.6,0.406,4.0,0.9,0.63,1.4,32,19,24.3,Darius Morris,0.4,1.9,4.4,9.37,0.6,Michigan,['2009-10'],1.6,1.8,
489,5.3,0.5329999999999999,9.9,0.5,0.25,1.8,6.7,0,0.0,Big Ten,3.1,5.7,0.489,11.7,3.1,0.715,4.3,35,34,34.8,Darius Morris,0.9,2.1,15.0,10.68,1.0,Michigan,['2010-11'],2.9,4.0,
490,3.4,0.528,6.5,0.3,0.223,1.5,4.8,0,0.1,,2.3,3.8,0.469,8.0,2.0,0.695,2.9,67,53,29.8,Darius Morris,0.7,2.0,9.9,10.03,0.8,Michigan,['Career'],2.3,2.9,
491,1.1,0.5710000000000001,1.9,0.2,0.3,0.7,0.6,0,0.1,Pac-10,1.0,1.3,0.5,2.6,0.3,0.41700000000000004,0.8,29,0,10.7,Malcolm Lee,0.6,1.3,3.2,7.18,0.5,UCLA,['2008-09'],0.8,1.5,
492,3.3,0.522,6.4,0.8,0.252,3.2,3.1,0,0.3,Pac-10,3.2,4.2,0.43200000000000005,9.6,3.0,0.706,4.3,32,32,34.8,Malcolm Lee,1.3,2.3,12.1,7.86,1.1,UCLA,['2009-10'],2.6,4.4,
493,3.1,0.534,5.8,1.2,0.295,4.0,2.0,0,0.2,Pac-10,2.4,4.3,0.43700000000000006,9.8,3.4,0.778,4.4,33,33,33.1,Malcolm Lee,0.7,2.4,13.1,7.93,0.7,UCLA,['2010-11'],1.7,3.1,
494,2.6,0.5329999999999999,4.8,0.8,0.278,2.7,2.0,0,0.2,,2.2,3.3,0.441,7.5,2.3,0.7170000000000001,3.2,94,65,26.7,Malcolm Lee,0.8,2.0,9.7,7.66,0.8,UCLA,['Career'],1.7,3.0,
495,4.8,0.502,9.6,0.7,0.32799999999999996,2.1,2.1,,0.5,CAA,3.0,5.5,0.47100000000000003,11.7,3.3,0.78,4.2,29,29,34.6,Charles Jenkins,1.6,2.7,15.0,-3.0,1.7,Hofstra,['2007-08'],3.3,4.6,0
496,5.4,0.426,12.6,1.0,0.313,3.1,4.3,,0.5,CAA,3.9,6.3,0.40399999999999997,15.7,6.0,0.821,7.3,32,32,35.1,Charles Jenkins,0.9,2.6,19.7,-2.9,1.4,Hofstra,['2008-09'],3.3,4.8,0
497,5.1,0.456,11.1,1.9,0.409,4.5,3.9,CAA POY,0.6,CAA,3.4,6.9,0.44299999999999995,15.6,5.0,0.805,6.2,34,34,36.3,Charles Jenkins,1.1,2.6,20.6,-0.02,1.8,Hofstra,['2009-10'],3.2,4.5,0
498,5.5,0.563,9.8,2.0,0.42,4.8,4.8,CAA POY,0.7,CAA,2.8,7.5,0.517,14.6,5.5,0.8240000000000001,6.7,33,33,37.3,Charles Jenkins,0.5,2.0,22.6,0.13,1.7,Hofstra,['2010-11'],2.2,3.4,0
499,5.2,0.48200000000000004,10.8,1.4,0.382,3.7,3.8,,0.6,,3.3,6.6,0.456,14.5,5.0,0.8109999999999999,6.2,128,128,35.9,Charles Jenkins,1.0,2.5,19.6,-1.45,1.7,Hofstra,['Career'],3.0,4.3,0
500,1.2,0.466,2.6,0.1,0.33299999999999996,0.4,0.3,0,0.6,SEC,1.6,1.4,0.447,3.0,0.8,0.722,1.1,34,2,9.3,Josh Harrellson,0.9,1.1,3.6,4.82,0.3,Kentucky,['2008-09'],0.8,2.5,
501,0.5,0.455,1.0,0.1,0.5,0.2,0.0,0,0.3,SEC,0.8,0.5,0.462,1.2,0.1,1.0,0.1,22,0,4.0,Josh Harrellson,0.4,0.4,1.3,6.82,0.1,Kentucky,['2009-10'],0.3,1.2,
502,3.3,0.631,5.2,0.1,0.2,0.3,0.8,0,1.5,SEC,5.0,3.3,0.611,5.5,0.9,0.589,1.5,38,38,28.5,Josh Harrellson,3.7,2.4,7.6,8.91,0.9,Kentucky,['2010-11'],0.7,8.7,
503,1.9,0.5710000000000001,3.3,0.1,0.31,0.3,0.4,0,0.9,,2.8,2.0,0.5489999999999999,3.6,0.6,0.649,1.0,94,40,15.8,Josh Harrellson,1.9,1.4,4.7,6.85,0.5,Kentucky,['Career'],0.6,4.7,
504,2.8,0.508,5.6,2.2,0.42200000000000004,5.2,2.1,,0.2,Southern,1.9,5.1,0.466,10.8,0.8,0.871,0.9,33,18,29.0,Andrew Goudelock,0.6,1.3,13.2,-2.31,1.0,College of Charleston,['2007-08'],1.7,2.5,0
505,3.5,0.475,7.4,2.6,0.44,6.0,1.9,,0.3,Southern,2.0,6.1,0.45899999999999996,13.4,1.8,0.867,2.1,36,35,31.1,Andrew Goudelock,0.5,1.2,16.7,-5.87,0.7,College of Charleston,['2008-09'],1.9,2.5,0
506,4.5,0.498,9.0,2.9,0.39299999999999996,7.3,3.9,,0.4,Southern,3.6,7.4,0.451,16.3,1.8,0.8240000000000001,2.2,34,34,35.6,Andrew Goudelock,0.7,1.7,19.4,-2.46,1.1,College of Charleston,['2009-10'],2.0,4.4,0
507,5.1,0.496,10.2,3.5,0.40700000000000003,8.7,4.2,Southern POY,0.2,Southern,3.2,8.6,0.455,18.9,3.0,0.821,3.6,37,37,35.2,Andrew Goudelock,0.7,1.8,23.7,-1.04,0.9,College of Charleston,['2010-11'],3.2,3.9,0
508,4.0,0.494,8.1,2.8,0.413,6.8,3.0,,0.3,,2.7,6.8,0.457,14.9,1.9,0.838,2.2,140,124,32.8,Andrew Goudelock,0.6,1.5,18.4,-2.92,0.9,College of Charleston,['Career'],2.2,3.3,0
509,2.7,0.455,6.0,0.0,0.0,0.1,0.6,0,0.5,SEC,2.4,2.7,0.447,6.1,0.9,0.575,1.5,26,4,14.3,Travis Leslie,1.5,1.2,6.3,5.5,0.8,Georgia,['2008-09'],1.0,3.9,
510,5.3,0.485,10.8,0.2,0.545,0.4,2.5,0,1.0,SEC,3.7,5.5,0.48700000000000004,11.2,3.7,0.735,5.0,31,31,29.4,Travis Leslie,3.1,2.1,14.8,8.04,1.3,Georgia,['2009-10'],2.6,6.8,
511,5.0,0.517,9.6,0.4,0.302,1.3,2.9,0,0.6,SEC,4.0,5.4,0.49200000000000005,10.9,3.3,0.8009999999999999,4.1,33,33,32.2,Travis Leslie,3.2,1.9,14.4,6.13,1.2,Georgia,['2010-11'],2.2,7.2,
512,4.4,0.49200000000000005,9.0,0.2,0.33299999999999996,0.6,2.1,0,0.7,,3.4,4.6,0.48200000000000004,9.6,2.7,0.743,3.7,90,68,26.1,Travis Leslie,2.7,1.8,12.2,6.56,1.1,Georgia,['Career'],2.0,6.1,
513,1.9,0.505,3.7,0.0,0.0,0.0,0.1,,1.4,Summit,2.3,1.9,0.505,3.7,1.5,0.667,2.3,29,20,13.4,Keith Benson,1.2,1.8,5.2,-0.81,0.2,Oakland,['2007-08'],0.7,3.5,0
514,5.3,0.624,8.5,0.0,0.0,0.0,0.7,,2.4,Summit,5.2,5.3,0.622,8.5,3.7,0.667,5.6,36,36,27.8,Keith Benson,2.6,3.2,14.3,-1.6,0.6,Oakland,['2008-09'],1.1,7.8,0
515,5.9,0.535,11.0,0.1,0.4,0.1,0.8,Summit POY,3.3,Summit,7.3,5.9,0.5329999999999999,11.1,5.4,0.7240000000000001,7.5,35,35,31.3,Keith Benson,3.2,3.0,17.3,-2.96,0.4,Oakland,['2009-10'],1.7,10.5,0
516,6.3,0.556,11.4,0.3,0.391,0.7,1.1,Summit POY,3.6,Summit,7.5,6.6,0.547,12.1,4.5,0.643,7.0,35,35,32.4,Keith Benson,2.7,3.1,17.9,0.1,0.8,Oakland,['2010-11'],1.9,10.1,0
517,5.0,0.562,8.9,0.1,0.379,0.2,0.7,,2.7,,5.7,5.1,0.5579999999999999,9.1,3.9,0.679,5.7,135,126,26.8,Keith Benson,2.5,2.8,14.1,-1.32,0.5,Oakland,['Career'],1.4,8.2,0
518,1.5,0.384,3.8,1.3,0.36200000000000004,3.6,2.2,0,0.0,Big 12,1.8,2.8,0.373,7.4,1.1,0.757,1.4,26,11,20.4,Josh Selby,0.4,1.7,7.9,7.62,0.8,Kansas,['2010-11'],2.0,2.2,
519,1.5,0.384,3.8,1.3,0.36200000000000004,3.6,2.2,0,0.0,,1.8,2.8,0.373,7.4,1.1,0.757,1.4,26,11,20.4,Josh Selby,0.4,1.7,7.9,7.62,0.8,Kansas,['Career'],2.0,2.2,
520,3.4,0.562,6.0,0.1,0.4,0.1,1.6,0,1.5,A-10,3.6,3.4,0.5579999999999999,6.1,1.2,0.737,1.7,34,32,29.2,Lavoy Allen,2.0,3.1,8.1,4.57,0.5,Temple,['2007-08'],1.2,5.7,
521,4.4,0.6,7.3,0.2,0.33299999999999996,0.6,2.1,0,1.5,A-10,5.1,4.6,0.579,7.9,1.6,0.642,2.5,33,31,31.3,Lavoy Allen,3.9,2.4,10.9,3.9,0.4,Temple,['2008-09'],1.3,9.0,
522,4.7,0.561,8.5,0.1,0.217,0.7,2.4,0,1.4,A-10,7.2,4.9,0.536,9.1,1.6,0.625,2.5,35,34,34.5,Lavoy Allen,3.5,2.2,11.5,4.27,0.5,Temple,['2009-10'],1.5,10.7,
523,4.5,0.49,9.2,0.2,0.294,0.5,2.3,0,1.8,A-10,5.9,4.7,0.48,9.7,2.1,0.6970000000000001,3.0,33,33,33.9,Lavoy Allen,2.7,2.3,11.6,4.23,0.7,Temple,['2010-11'],1.6,8.6,
524,4.2,0.5489999999999999,7.7,0.1,0.28800000000000003,0.5,2.1,0,1.6,,5.5,4.4,0.534,8.2,1.6,0.6709999999999999,2.4,135,130,32.2,Lavoy Allen,3.0,2.5,10.5,4.24,0.5,Temple,['Career'],1.4,8.5,
525,0.4,0.366,1.1,1.3,0.289,4.5,1.2,0,0.2,Big Ten,2.0,1.7,0.304,5.6,1.2,0.782,1.5,37,8,21.1,Jon Diebler,0.4,1.2,5.9,7.97,0.7,Ohio State,['2007-08'],1.2,2.3,
526,0.6,0.447,1.4,2.9,0.41600000000000004,7.0,2.5,0,0.3,Big Ten,3.3,3.5,0.42100000000000004,8.4,1.2,0.8,1.5,33,33,36.7,Jon Diebler,0.3,1.3,11.2,8.23,1.0,Ohio State,['2008-09'],1.6,3.6,
527,0.9,0.516,1.7,3.1,0.42,7.5,1.5,0,0.1,Big Ten,2.5,4.0,0.43799999999999994,9.1,1.9,0.873,2.1,37,37,37.2,Jon Diebler,0.2,1.8,13.0,7.37,1.1,Ohio State,['2009-10'],1.0,2.8,
528,0.8,0.525,1.6,3.1,0.502,6.1,2.4,0,0.1,Big Ten,2.3,3.9,0.507,7.7,1.7,0.81,2.1,37,36,35.7,Jon Diebler,0.4,1.0,12.6,8.38,1.0,Ohio State,['2010-11'],0.9,2.6,
529,0.7,0.474,1.5,2.6,0.41600000000000004,6.3,1.9,0,0.2,,2.5,3.3,0.42700000000000005,7.7,1.5,0.821,1.8,144,114,32.6,Jon Diebler,0.3,1.3,10.7,7.99,1.0,Ohio State,['Career'],1.2,2.8,
530,1.3,0.741,1.7,0.0,0.0,0.0,0.5,0,0.1,Big East,0.7,1.3,0.741,1.7,0.3,0.435,0.7,31,0,9.8,Vernon Macklin,0.7,1.0,2.9,9.48,0.0,Georgetown,['2006-07'],0.5,1.5,
531,1.5,0.605,2.5,0.0,0.0,0.0,0.6,0,0.7,Big East,1.3,1.5,0.598,2.6,0.4,0.25,1.4,34,0,12.8,Vernon Macklin,0.9,1.7,3.4,7.23,0.2,Georgetown,['2007-08'],0.8,2.1,
532,4.6,0.607,7.6,0.0,0.0,0.0,0.8,0,0.9,SEC,2.9,4.6,0.607,7.6,1.4,0.588,2.4,34,34,25.3,Vernon Macklin,2.7,2.4,10.6,7.16,0.6,Florida,['2009-10'],1.4,5.5,
533,5.2,0.593,8.7,0.0,0.0,0.0,0.8,0,0.7,SEC,3.2,5.2,0.593,8.7,1.2,0.451,2.8,37,35,24.5,Vernon Macklin,2.2,2.5,11.6,7.57,0.4,Florida,['2010-11'],1.7,5.4,
534,3.2,0.611,5.3,0.0,0.0,0.0,0.7,0,0.6,,2.1,3.2,0.61,5.3,0.8,0.455,1.9,136,69,18.4,Vernon Macklin,1.6,1.9,7.3,7.86,0.3,Overall,['Career'],1.1,3.7,
535,1.0,0.447,2.3,0.4,0.235,1.5,2.8,0,0.4,SEC,2.2,1.4,0.36200000000000004,3.8,1.1,0.6729999999999999,1.6,33,1,16.5,DeAndre Liggins,0.2,1.6,4.2,4.82,0.7,Kentucky,['2008-09'],2.3,2.3,
536,0.8,0.524,1.4,0.5,0.318,1.5,0.8,0,0.3,SEC,1.7,1.2,0.419,3.0,0.8,0.59,1.3,29,0,15.3,DeAndre Liggins,0.6,1.4,3.8,6.82,0.7,Kentucky,['2009-10'],0.6,2.3,
537,2.0,0.442,4.5,0.9,0.391,2.4,2.5,0,0.7,SEC,3.4,2.9,0.424,6.9,1.8,0.648,2.8,38,28,31.6,DeAndre Liggins,0.6,2.5,8.6,8.91,1.2,Kentucky,['2010-11'],1.4,4.0,
538,1.3,0.455,2.9,0.6,0.332,1.9,2.1,0,0.5,,2.5,1.9,0.40700000000000003,4.8,1.3,0.643,2.0,100,29,21.9,DeAndre Liggins,0.5,1.9,5.8,6.85,0.9,Kentucky,['Career'],1.5,3.0,
539,2.7,0.449,6.1,1.9,0.434,4.5,2.6,0,0.4,Big Ten,3.0,4.7,0.44299999999999995,10.6,1.6,0.716,2.2,34,31,30.6,E'Twaun Moore,0.9,2.5,12.9,5.9,0.9,Purdue,['2007-08'],1.7,3.9,
540,3.6,0.473,7.5,1.5,0.337,4.5,3.0,0,0.4,Big Ten,3.5,5.1,0.42200000000000004,12.0,2.2,0.762,2.8,37,36,33.0,E'Twaun Moore,1.1,2.5,13.8,7.17,1.1,Purdue,['2008-09'],2.6,4.6,
541,4.6,0.488,9.4,1.5,0.349,4.2,2.7,0,0.3,Big Ten,2.9,6.1,0.445,13.6,2.9,0.73,3.9,35,35,31.5,E'Twaun Moore,0.9,2.3,16.4,8.81,1.5,Purdue,['2009-10'],2.1,3.8,
542,4.4,0.473,9.4,2.1,0.4,5.1,3.2,0,0.5,Big Ten,3.6,6.5,0.447,14.5,2.9,0.7090000000000001,4.1,34,33,33.9,E'Twaun Moore,1.5,2.1,18.0,8.69,1.2,Purdue,['2010-11'],1.8,5.1,
543,3.8,0.473,8.1,1.7,0.38,4.6,2.9,0,0.4,,3.3,5.6,0.44,12.7,2.4,0.7290000000000001,3.3,140,135,32.3,E'Twaun Moore,1.1,2.3,15.3,7.64,1.2,Purdue,['Career'],2.1,4.4,
544,4.0,0.475,8.5,1.1,0.29100000000000004,3.8,2.6,0,0.1,Pac-10,2.3,5.1,0.418,12.3,4.1,0.6859999999999999,5.9,35,34,28.4,Isaiah Thomas,0.7,1.9,15.5,8.19,1.1,Washington,['2008-09'],2.6,3.0,
545,3.5,0.486,7.1,1.9,0.327,5.7,3.2,0,0.1,Pac-10,3.3,5.3,0.415,12.8,4.5,0.732,6.1,35,35,31.1,Isaiah Thomas,0.6,1.9,16.9,7.49,1.1,Washington,['2009-10'],2.4,3.9,
546,3.7,0.512,7.1,1.7,0.349,4.9,6.1,0,0.1,Pac-10,2.8,5.4,0.445,12.1,4.3,0.7190000000000001,6.0,35,35,31.9,Isaiah Thomas,0.7,2.1,16.8,7.74,1.3,Washington,['2010-11'],3.0,3.5,
547,3.7,0.49,7.6,1.6,0.325,4.8,4.0,0,0.1,,2.8,5.3,0.426,12.4,4.3,0.713,6.0,105,104,30.4,Isaiah Thomas,0.7,2.0,16.4,7.81,1.2,Washington,['Career'],2.7,3.5,
548,3.7,0.535,6.9,0.3,0.255,1.3,1.9,NCAA All-Tournament,0.9,SEC,4.9,4.0,0.491,8.2,3.6,0.745,4.8,40,39,31.1,Michael Kidd-Gilchrist,2.6,2.4,11.9,7.93,1.0,Kentucky,['2011-12'],2.2,7.4,0
549,3.7,0.535,6.9,0.3,0.255,1.3,1.9,,0.9,,4.9,4.0,0.491,8.2,3.6,0.745,4.8,40,39,31.1,Michael Kidd-Gilchrist,2.6,2.4,11.9,7.93,1.0,Kentucky,['Career'],2.2,7.4,0
550,3.0,0.541,5.6,1.7,0.33899999999999997,5.0,2.2,0,0.8,SEC,5.4,4.7,0.445,10.6,3.6,0.769,4.7,37,37,34.2,Bradley Beal,1.4,2.1,14.8,7.33,1.4,Florida,['2011-12'],2.1,6.7,
551,3.0,0.541,5.6,1.7,0.33899999999999997,5.0,2.2,0,0.8,,5.4,4.7,0.445,10.6,3.6,0.769,4.7,37,37,34.2,Bradley Beal,1.4,2.1,14.8,7.33,1.4,Florida,['Career'],2.1,6.7,
552,1.5,0.47600000000000003,3.1,0.8,0.32899999999999996,2.5,1.5,0,0.1,Big East,1.2,2.3,0.41100000000000003,5.6,1.1,0.813,1.4,34,0,16.3,Dion Waiters,0.4,1.4,6.6,8.79,1.1,Syracuse,['2010-11'],0.9,1.6,
553,3.5,0.529,6.6,1.1,0.363,3.1,2.5,0,0.3,Big East,1.8,4.6,0.47600000000000003,9.6,2.3,0.7290000000000001,3.2,37,0,24.1,Dion Waiters,0.5,1.9,12.6,8.02,1.8,Syracuse,['2011-12'],1.3,2.3,
554,2.5,0.513,4.9,1.0,0.348,2.8,2.0,0,0.2,,1.5,3.5,0.45299999999999996,7.7,1.8,0.753,2.3,71,0,20.4,Dion Waiters,0.4,1.6,9.7,8.4,1.5,Syracuse,['Career'],1.1,1.9,
555,1.0,0.485,2.1,0.0,0.0,0.0,0.3,,0.5,Big 12,1.6,1.0,0.485,2.1,0.5,0.395,1.3,33,1,7.2,Thomas Robinson,1.0,1.3,2.5,8.25,0.2,Kansas,['2009-10'],0.8,2.7,0
556,3.1,0.601,5.1,0.0,0.0,0.0,0.6,,0.7,Big 12,4.2,3.1,0.601,5.1,1.5,0.51,2.9,33,2,14.6,Thomas Robinson,2.2,2.0,7.6,7.62,0.4,Kansas,['2010-11'],1.3,6.4,0
557,6.5,0.505,12.9,0.2,0.5,0.4,1.8,Big 12 POY; NCAA All-Tournament,0.9,Big 12,9.0,6.7,0.505,13.3,4.2,0.682,6.1,39,39,31.8,Thomas Robinson,2.9,2.7,17.7,9.93,1.1,Kansas,['2011-12'],2.7,11.9,0
558,3.7,0.525,7.0,0.1,0.5,0.1,1.0,,0.7,,5.2,3.8,0.525,7.2,2.2,0.606,3.6,105,42,18.7,Thomas Robinson,2.1,2.1,9.8,8.6,0.6,Kansas,['Career'],1.6,7.3,0
559,2.3,0.49,4.6,1.6,0.374,4.2,2.9,,0.2,Big Sky,3.6,3.8,0.434,8.8,2.2,0.841,2.6,31,26,29.4,Damian Lillard,0.3,2.5,11.5,-2.39,1.1,Weber State,['2008-09'],2.3,3.9,0
560,3.3,0.47,6.9,2.7,0.39299999999999996,6.9,3.6,Big Sky POY,0.1,Big Sky,3.7,6.0,0.431,13.8,5.3,0.853,6.2,31,31,34.3,Damian Lillard,0.4,1.9,19.9,-1.04,1.1,Weber State,['2009-10'],2.4,4.0,0
561,3.0,0.526,5.7,1.9,0.345,5.5,3.3,,0.2,Big Sky,3.2,4.9,0.43799999999999994,11.2,6.0,0.857,7.0,10,9,28.5,Damian Lillard,0.6,2.3,17.7,-1.74,1.4,Weber State,['2010-11'],2.8,3.8,0
562,4.3,0.517,8.3,2.9,0.409,7.2,4.0,Big Sky POY,0.2,Big Sky,4.5,7.2,0.467,15.5,7.1,0.887,8.0,32,32,34.5,Damian Lillard,0.5,1.9,24.5,-3.65,1.5,Weber State,['2011-12'],2.3,5.0,0
563,3.3,0.49700000000000005,6.5,2.4,0.39,6.1,3.5,,0.2,,3.9,5.6,0.446,12.6,5.0,0.867,5.8,104,98,32.3,Damian Lillard,0.4,2.1,18.6,-2.21,1.2,Weber State,['Career'],2.4,4.3,0
564,3.8,0.47,8.2,1.8,0.344,5.3,1.4,0,0.4,ACC,3.8,5.6,0.42100000000000004,13.4,2.5,0.75,3.4,37,36,29.4,Harrison Barnes,2.0,1.9,15.6,10.14,0.7,UNC,['2010-11'],1.9,5.8,
565,4.7,0.469,10.1,1.3,0.358,3.6,1.1,0,0.3,ACC,3.3,6.0,0.44,13.7,3.7,0.723,5.1,38,37,29.2,Harrison Barnes,1.9,1.8,17.1,7.07,1.1,UNC,['2011-12'],1.9,5.2,
566,4.3,0.469,9.1,1.5,0.349,4.4,1.3,0,0.4,,3.5,5.8,0.43,13.6,3.1,0.7340000000000001,4.3,75,73,29.3,Harrison Barnes,2.0,1.9,16.3,8.61,0.9,UNC,['Career'],1.9,5.5,
567,1.7,0.552,3.1,1.3,0.35200000000000004,3.7,1.0,0,0.4,Pac-10,2.0,3.0,0.44299999999999995,6.8,0.7,0.758,1.0,34,4,17.4,Terrence Ross,0.9,2.0,8.0,7.74,0.6,Washington,['2010-11'],0.7,2.8,
568,4.1,0.518,7.9,2.1,0.371,5.5,1.4,0,0.9,Pac-12,5.1,6.1,0.457,13.4,2.1,0.7659999999999999,2.7,35,35,31.1,Terrence Ross,1.4,2.8,16.4,5.27,1.3,Washington,['2011-12'],2.0,6.4,
569,2.9,0.528,5.5,1.7,0.364,4.6,1.2,0,0.7,,3.5,4.6,0.45299999999999996,10.1,1.4,0.764,1.8,69,39,24.4,Terrence Ross,1.1,2.4,12.3,6.51,0.9,Washington,['Career'],1.4,4.7,
570,4.6,0.541,8.5,0.0,0.0,0.1,0.4,0,2.7,Big East,4.2,4.6,0.5379999999999999,8.6,0.8,0.295,2.6,34,30,28.4,Andre Drummond,3.4,2.2,10.0,8.07,0.8,UConn,['2011-12'],1.5,7.6,
571,4.6,0.541,8.5,0.0,0.0,0.1,0.4,0,2.7,,4.2,4.6,0.5379999999999999,8.6,0.8,0.295,2.6,34,30,28.4,Andre Drummond,3.4,2.2,10.0,8.07,0.8,UConn,['Career'],1.5,7.6,
572,3.4,0.47700000000000004,7.1,1.7,0.365,4.7,2.1,0,0.0,ACC,2.8,5.1,0.433,11.8,3.6,0.6579999999999999,5.4,34,33,33.2,Austin Rivers,0.6,2.2,15.5,8.4,1.0,Duke,['2011-12'],2.3,3.4,
573,3.4,0.47700000000000004,7.1,1.7,0.365,4.7,2.1,0,0.0,,2.8,5.1,0.433,11.8,3.6,0.6579999999999999,5.4,34,33,33.2,Austin Rivers,0.6,2.2,15.5,8.4,1.0,Duke,['Career'],2.3,3.4,
574,0.8,0.491,1.7,0.0,0.0,0.0,0.2,0,0.4,Big Ten,0.9,0.8,0.483,1.8,0.4,0.706,0.5,33,1,8.2,Meyers Leonard,0.3,1.5,2.1,11.11,0.2,Illinois,['2010-11'],0.8,1.2,
575,5.3,0.604,8.8,0.0,0.091,0.3,1.3,0,1.9,Big Ten,5.9,5.3,0.584,9.1,2.9,0.732,4.0,32,29,31.8,Meyers Leonard,2.3,2.9,13.6,7.99,0.5,Illinois,['2011-12'],2.1,8.2,
576,3.0,0.585,5.2,0.0,0.083,0.2,0.7,0,1.1,,3.4,3.0,0.5670000000000001,5.4,1.6,0.7290000000000001,2.2,65,30,19.8,Meyers Leonard,1.3,2.2,7.7,9.55,0.3,Illinois,['Career'],1.4,4.7,
577,3.3,0.546,6.1,1.1,0.368,3.0,1.6,NCAA All-Tournament,0.6,Big East,3.2,4.4,0.48700000000000004,9.1,1.1,0.797,1.4,41,40,27.8,Jeremy Lamb,1.2,1.6,11.1,10.44,0.9,UConn,['2010-11'],1.3,4.5,0
578,4.3,0.601,7.1,2.1,0.336,6.2,1.7,,0.6,Big East,3.9,6.4,0.478,13.4,2.9,0.81,3.6,34,34,37.2,Jeremy Lamb,0.9,1.7,17.7,8.07,1.2,UConn,['2011-12'],2.0,4.9,0
579,3.8,0.573,6.6,1.6,0.348,4.5,1.7,,0.6,,3.6,5.3,0.48200000000000004,11.0,1.9,0.8059999999999999,2.4,75,74,32.1,Jeremy Lamb,1.1,1.6,14.1,9.25,1.0,UConn,['Career'],1.6,4.7,0
580,1.5,0.434,3.5,0.5,0.385,1.4,6.2,0,0.1,ACC,1.9,2.1,0.42,4.9,1.6,0.69,2.3,37,20,24.6,Kendall Marshall,0.2,1.4,6.2,10.14,1.1,UNC,['2010-11'],2.5,2.1,
581,2.1,0.527,4.1,0.8,0.354,2.2,9.8,0,0.2,ACC,2.4,2.9,0.467,6.3,1.5,0.696,2.2,36,35,33.0,Kendall Marshall,0.2,1.6,8.1,7.07,1.2,UNC,['2011-12'],2.8,2.6,
582,1.8,0.484,3.8,0.7,0.366,1.8,8.0,0,0.1,,2.2,2.5,0.446,5.6,1.5,0.693,2.2,73,55,28.8,Kendall Marshall,0.2,1.5,7.2,8.61,1.1,UNC,['Career'],2.6,2.3,
583,2.3,0.515,4.4,0.1,0.222,0.5,0.9,0,1.6,ACC,2.8,2.4,0.486,4.9,0.9,0.43799999999999994,2.0,37,12,15.8,John Henson,1.6,1.1,5.7,9.83,0.7,UNC,['2009-10'],1.2,4.4,
584,4.9,0.506,9.7,0.0,0.16699999999999998,0.2,0.8,0,3.2,ACC,6.9,4.9,0.5,9.8,1.8,0.48200000000000004,3.8,37,36,26.7,John Henson,3.2,1.8,11.7,10.14,0.6,UNC,['2010-11'],2.1,10.1,
