,Unnamed: 0,Player,Year,Draft pick,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Weight,Body Fat,Hand (Length),Hand (Width),drafted,athletic
244,244,Erick Green,2013,46.0,73.5,75.0,77.75,98.0,178.0,4.4,8.5,9.0,1,0
245,245,Ryan Kelly,2013,48.0,81.75,83.75,83.5,110.0,228.0,14.8,9.0,10.0,1,0
246,246,Erik Murphy,2013,49.0,80.75,81.5,82.5,108.0,240.0,8.0,8.75,9.75,1,1
247,247,James Ennis,2013,50.0,77.75,79.0,83.5,104.5,201.0,4.5,8.5,8.75,1,1
248,248,Lorenzo Brown,2013,52.0,76.0,77.25,79.0,100.0,189.0,4.0,8.25,8.5,1,1
249,249,Colton Iverson,2013,53.0,82.5,84.0,86.0,110.0,263.0,9.6,9.25,9.5,1,0
250,250,Peyton Siva,2013,56.0,71.5,73.0,75.0,93.0,181.0,6.1,8.0,9.75,1,1
251,251,Deshaun Thomas,2013,58.0,77.0,79.0,82.0,104.0,220.0,9.1,8.0,8.75,1,1
252,252,Nerlens Noel,2013,6.0,82.0,83.75,87.75,110.0,206.0,4.2,9.5,10.0,1,0
253,253,Ben McLemore,2013,7.0,75.5,76.75,79.75,100.5,189.0,5.0,8.75,9.5,1,1
254,254,Kentavious Caldwell-Pope,2013,8.0,76.5,77.5,80.0,100.5,204.0,6.5,8.5,9.0,1,1
255,255,Trey Burke,2013,9.0,71.75,73.25,77.5,97.5,187.0,6.9,8.25,8.75,1,1
256,256,Adonis Thomas,2013,99.0,76.75,77.75,85.0,99.0,232.0,7.5,9.25,9.5,0,1
257,257,B.J. Young,2013,99.0,74.25,75.5,80.25,99.0,179.0,4.7,8.5,9.5,0,0
258,258,Brandon Davies,2013,99.0,80.5,82.25,85.5,108.5,242.0,8.6,9.0,11.0,0,1
259,259,Brandon Paul,2013,99.0,74.75,76.0,82.25,98.0,201.0,5.3,8.5,9.5,0,1
260,260,C.J. Leslie,2013,99.0,79.5,80.75,86.25,104.5,209.0,8.0,8.75,9.0,0,1
261,261,DeWayne Dedmon,2013,99.0,82.0,83.5,88.0,109.0,239.0,8.4,9.0,11.0,0,1
262,262,Jackie Carmichael,2013,99.0,79.5,81.0,85.5,107.0,241.0,5.8,9.0,10.25,0,1
263,263,James Southerland,2013,99.0,79.0,80.0,85.0,106.0,221.0,8.1,8.0,9.5,0,1
264,264,Kenny Kadji,2013,99.0,80.75,82.0,87.0,106.5,242.0,7.5,9.0,10.25,0,1
265,265,Myck Kabongo,2013,99.0,73.25,74.75,78.25,98.0,180.0,6.0,8.25,9.0,0,1
266,266,Norvel Pelle,2013,99.0,81.5,82.5,86.5,109.0,207.0,5.2,8.75,9.5,0,1
267,267,Phil Pressey,2013,99.0,69.5,71.5,74.25,92.0,177.0,4.7,7.75,9.75,0,1
268,268,Richard Howell,2013,99.0,78.25,79.5,82.25,105.5,250.0,8.8,8.75,9.5,0,0
269,269,Robert Covington,2013,99.0,78.25,79.5,85.75,106.0,209.0,4.7,9.0,8.5,0,1
270,270,Seth Curry,2013,99.0,73.0,75.0,76.0,97.5,179.0,9.6,8.0,8.25,0,0
271,271,Trevor Mbakwe,2013,99.0,78.75,80.0,88.0,106.5,236.0,5.9,9.5,11.5,0,1
272,272,Vander Blue,2013,99.0,75.5,77.25,78.0,100.5,197.0,4.6,8.5,9.5,0,1
273,273,Will Clyburn,2013,99.0,77.75,79.0,84.25,105.0,210.0,6.9,9.25,10.25,0,1
274,274,Elfrid Payton,2014,10.0,74.5,75.75,80.0,98.5,185.0,5.7,8.75,9.0,1,1
275,275,Doug McDermott,2014,11.0,78.25,79.75,81.25,103.0,218.0,7.1,8.75,9.75,1,1
276,276,Zach LaVine,2014,13.0,76.5,77.75,80.25,100.0,181.0,4.7,8.25,8.75,1,1
277,277,T.J. Warren,2014,14.0,79.0,80.25,82.25,104.0,220.0,8.0,8.75,9.0,1,1
278,278,Adreian Payne,2014,15.0,81.0,81.75,88.0,109.0,239.0,7.6,9.25,9.5,1,0
279,279,James Young,2014,17.0,77.25,78.75,84.0,104.0,213.0,5.1,9.0,9.5,1,0
280,280,Tyler Ennis,2014,18.0,73.0,74.5,79.25,98.0,182.0,6.2,8.25,8.75,1,1
281,281,Gary Harris,2014,19.0,74.5,76.5,78.75,96.0,205.0,4.6,8.5,9.5,1,0
282,282,Jordan Adams,2014,22.0,75.5,76.75,82.0,102.0,209.0,10.8,8.5,7.5,1,1
283,283,Rodney Hood,2014,23.0,79.25,80.5,80.5,103.0,208.0,7.5,8.5,8.5,1,1
284,284,Shabazz Napier,2014,24.0,71.0,73.0,75.25,93.0,175.0,7.4,8.25,8.5,1,1
285,285,P.J. Hairston,2014,26.0,76.25,77.25,81.0,101.0,229.0,8.2,8.75,9.75,1,1
286,286,C.J. Wilcox,2014,28.0,75.5,77.0,81.75,100.5,201.0,6.5,8.75,9.0,1,1
287,287,Kyle Anderson,2014,30.0,79.5,80.5,86.75,107.5,230.0,13.4,8.25,8.75,1,0
288,288,K.J. McDaniels,2014,32.0,76.5,78.0,83.25,102.0,196.0,4.5,8.75,9.75,1,1
289,289,Joe Harris,2014,33.0,76.75,78.25,78.0,100.0,215.0,6.2,8.5,9.75,1,1
290,290,Cleanthony Early,2014,34.0,78.0,79.25,82.75,101.5,209.0,4.5,8.5,9.0,1,1
291,291,Jarnell Stokes,2014,35.0,79.0,80.5,85.25,103.5,263.0,8.2,9.75,10.5,1,1
292,292,Johnny O'Bryant,2014,36.0,79.25,80.5,86.25,105.0,257.0,10.8,9.25,9.5,1,1
293,293,DeAndre Daniels,2014,37.0,79.25,80.5,86.0,106.5,196.0,3.9,9.25,10.5,1,1
294,294,Spencer Dinwiddie,2014,38.0,76.5,78.0,80.25,103.0,205.0,5.4,8.25,9.0,1,0
295,295,Jerami Grant,2014,39.0,78.5,79.75,86.75,107.0,214.0,3.8,9.25,9.25,1,0
296,296,Aaron Gordon,2014,4.0,79.5,80.75,83.75,105.0,220.0,5.1,8.75,10.5,1,1
297,297,Glenn Robinson,2014,40.0,77.5,78.75,82.0,100.5,211.0,5.1,9.0,9.5,1,1
298,298,Nick Johnson,2014,42.0,73.5,75.0,79.25,96.5,198.0,6.1,8.75,9.75,1,1
299,299,Markel Brown,2014,44.0,74.5,75.5,80.75,100.0,184.0,4.2,8.25,9.75,1,1
300,300,Dwight Powell,2014,45.0,81.5,83.0,84.5,105.0,234.0,6.2,9.0,9.25,1,1
301,301,Jordan Clarkson,2014,46.0,75.25,77.0,80.0,98.0,186.0,4.3,8.25,9.0,1,1
302,302,Russ Smith,2014,47.0,71.5,72.75,75.5,95.0,160.0,3.5,8.25,8.5,1,1
303,303,Lamar Patterson,2014,48.0,76.0,77.25,83.0,101.0,226.0,10.8,9.0,9.25,1,1
304,304,Cameron Bairstow,2014,49.0,80.75,81.75,84.75,107.0,252.0,8.7,8.75,9.0,1,1
305,305,Dante Exum,2014,5.0,76.5,78.0,81.5,103.0,196.0,6.4,8.5,9.5,1,1
306,306,Alec Brown,2014,50.0,84.25,85.25,85.5,109.0,231.0,7.7,9.25,8.75,1,1
307,307,Thanasis Antetokounmpo,2014,51.0,77.25,78.25,84.0,104.5,205.0,6.1,9.0,9.75,1,1
308,308,Semaj Christon,2014,55.0,73.5,75.25,78.5,99.0,186.0,5.3,8.5,8.25,1,1
309,309,Devyn Marble,2014,56.0,77.0,78.5,81.0,102.0,192.0,6.9,8.25,8.5,1,1
310,310,Jordan McRae,2014,58.0,75.75,77.25,84.5,104.0,179.0,5.2,8.75,8.5,1,1
311,311,Xavier Thames,2014,59.0,74.25,75.5,76.0,96.0,187.0,6.4,8.25,9.0,1,1
312,312,Marcus Smart,2014,6.0,74.0,75.25,81.25,99.0,227.0,10.6,9.0,8.75,1,1
313,313,Cory Jefferson,2014,60.0,79.75,81.0,84.5,105.0,218.0,5.3,8.75,9.75,1,1
314,314,Julius Randle,2014,7.0,79.75,81.0,84.0,105.5,250.0,9.4,8.75,8.25,1,1
315,315,Nik Stauskas,2014,8.0,77.25,78.5,79.75,102.0,207.0,12.1,8.5,8.5,1,1
316,316,Noah Vonleh,2014,9.0,80.0,81.5,88.25,108.0,247.0,7.3,9.75,11.75,1,1
317,317,Aaron Craft,2014,99.0,72.75,73.75,74.0,94.5,192.0,6.1,7.75,8.5,0,1
318,318,Alex Kirk,2014,99.0,81.25,82.75,87.5,109.5,252.0,13.6,9.25,10.5,0,1
319,319,C.J. Fair,2014,99.0,78.5,80.0,81.5,104.0,218.0,5.1,9.0,9.0,0,1
320,320,DeAndre Kane,2014,99.0,74.75,76.5,80.0,99.0,200.0,5.0,8.25,9.0,0,1
321,321,Deonte Burton,2014,99.0,72.0,73.25,79.0,97.5,193.0,7.7,8.25,8.0,0,1
322,322,Isaiah Austin,2014,99.0,83.5,84.5,88.5,112.5,220.0,7.5,8.75,8.75,0,1
323,323,Jabari Brown,2014,99.0,75.0,76.25,80.25,100.0,202.0,6.1,9.0,9.25,0,1
324,324,Jahii Carson,2014,99.0,69.75,71.0,74.0,93.0,180.0,6.5,7.5,8.75,0,1
325,325,James McAdoo,2014,99.0,79.5,80.75,86.25,106.5,228.0,6.2,9.25,9.0,0,1
326,326,Jordan Bachynski,2014,99.0,85.25,86.0,88.0,108.5,254.0,7.5,9.25,10.0,0,1
327,327,Kendall Williams,2014,99.0,74.25,75.75,77.5,99.0,183.0,7.2,8.0,7.75,0,0
328,328,Khem Birch,2014,99.0,79.5,81.25,85.0,107.0,209.0,6.0,9.0,8.5,0,1
329,329,LaQuinton Ross,2014,99.0,78.5,79.5,85.75,106.0,239.0,16.3,8.75,9.75,0,1
330,330,Melvin Ejim,2014,99.0,77.25,79.0,83.25,103.5,219.0,6.5,8.75,9.25,0,1
331,331,Patric Young,2014,99.0,80.5,82.0,85.75,103.5,247.0,5.5,9.25,9.5,0,1
332,332,Sean Kilpatrick,2014,99.0,74.5,76.25,79.0,99.0,219.0,9.2,9.0,9.0,0,0
333,333,Justise Winslow,2015,10.0,76.5,78.5,82.25,104.5,222.0,5.3,8.5,9.25,1,0
334,334,Myles Turner,2015,11.0,81.75,83.5,88.0,112.0,239.0,9.3,9.25,9.25,1,0
335,335,Trey Lyles,2015,12.0,81.0,82.25,85.5,108.0,241.0,12.1,9.25,10.25,1,0
336,336,Devin Booker,2015,13.0,76.5,77.75,80.25,102.5,206.0,8.3,8.75,9.0,1,1
337,337,Cameron Payne,2015,14.0,72.75,73.5,79.25,97.5,183.0,6.3,8.5,8.25,1,1
338,338,Kelly Oubre,2015,15.0,77.75,78.75,86.25,102.5,203.0,5.7,9.0,8.75,1,1
339,339,Terry Rozier,2015,16.0,72.75,74.25,80.25,98.5,190.0,5.6,8.25,8.75,1,1
340,340,Rashad Vaughn,2015,17.0,75.75,77.0,79.0,101.0,199.0,6.2,8.0,8.5,1,1
341,341,Sam Dekker,2015,18.0,79.75,81.0,83.5,106.0,219.0,7.5,8.5,9.25,1,1
342,342,Jerian Grant,2015,19.0,75.25,76.25,79.5,100.0,198.0,5.6,8.25,8.5,1,0
343,343,D'Angelo Russell,2015,2.0,75.25,77.0,81.75,102.0,193.0,8.3,8.75,9.75,1,0
344,344,Delon Wright,2015,20.0,76.25,77.5,79.5,101.5,181.0,6.6,8.0,8.5,1,1
345,345,Justin Anderson,2015,21.0,77.25,78.25,83.75,101.0,231.0,5.0,8.5,9.5,1,1
346,346,Bobby Portis,2015,22.0,81.5,82.5,86.0,108.5,246.0,8.9,9.5,9.25,1,1
347,347,Rondae Hollis-Jefferson,2015,23.0,77.5,79.0,86.0,104.0,211.0,5.0,8.75,9.75,1,1
348,348,Tyus Jones,2015,24.0,72.25,74.0,77.0,97.0,185.0,6.5,8.25,8.75,1,1
349,349,Jarell Martin,2015,25.0,80.0,81.25,81.75,106.5,239.0,10.1,8.25,9.0,1,1
350,350,Larry Nance,2015,27.0,79.5,80.5,85.5,108.0,227.0,6.4,9.0,9.75,1,1
351,351,R.J. Hunter,2015,28.0,76.5,78.0,82.5,104.0,185.0,6.0,8.5,8.25,1,1
352,352,Chris McCullough,2015,29.0,80.25,81.0,87.25,109.0,199.0,6.2,8.75,8.75,1,0
353,353,Kevon Looney,2015,30.0,80.0,81.25,87.5,110.0,222.0,11.9,9.5,9.25,1,0
354,354,Montrezl Harrell,2015,32.0,79.0,79.5,88.25,109.0,253.0,11.9,9.0,9.75,1,0
355,355,Jordan Mickey,2015,33.0,79.0,80.25,87.25,106.0,238.0,7.2,8.75,9.5,1,1
356,356,Anthony Brown,2015,34.0,77.25,80.5,83.25,104.5,211.0,6.1,8.5,9.0,1,1
357,357,Rakeem Christmas,2015,36.0,80.25,81.75,89.25,110.5,243.0,9.6,9.25,9.84,1,0
358,358,Richaun Holmes,2015,37.0,80.25,81.5,85.5,108.0,243.0,8.8,8.5,8.5,1,1
359,359,Pat Connaughton,2015,41.0,76.0,77.25,80.75,96.0,215.0,10.2,8.5,9.25,1,1
360,360,Olivier Hanlan,2015,42.0,75.25,76.25,78.5,100.0,186.0,4.3,8.0,8.75,1,1
361,361,Joseph Young,2015,43.0,72.75,74.0,77.0,94.5,182.0,4.1,8.25,7.5,1,1
362,362,Andrew Harrison,2015,44.0,76.5,77.5,81.0,100.0,213.0,5.9,8.25,9.25,1,1
363,363,Marcus Thornton,2015,45.0,73.75,74.75,79.75,97.5,177.0,5.3,8.25,8.5,1,1
364,364,Norman Powell,2015,46.0,75.0,76.25,82.75,102.5,215.0,6.4,9.25,9.0,1,1
365,365,Dakari Johnson,2015,48.0,83.0,83.75,86.0,112.0,265.0,14.9,9.25,10.5,1,1
366,366,Aaron White,2015,49.0,79.75,80.75,83.5,106.5,220.0,8.0,8.25,9.25,1,1
367,367,Tyler Harvey,2015,51.0,74.75,76.0,77.5,98.5,181.0,9.2,7.75,8.75,1,1
368,368,Branden Dawson,2015,56.0,77.5,78.75,83.0,105.0,230.0,5.8,9.0,8.75,1,1
369,369,J.P. Tokoto,2015,58.0,77.25,78.25,82.0,100.5,196.0,4.1,8.0,8.75,1,1
370,370,Willie Cauley-Stein,2015,6.0,83.25,84.5,87.0,111.0,242.0,6.3,9.5,9.0,1,0
371,371,Stanley Johnson,2015,8.0,77.0,78.5,83.5,102.0,242.0,7.5,9.0,9.0,1,0
372,372,Frank Kaminsky,2015,9.0,83.75,84.75,83.0,109.5,231.0,9.4,8.5,9.5,1,0
373,373,Aaron Harrison,2015,99.0,76.5,78.0,80.25,100.5,209.0,6.0,8.3,10.0,0,0
374,374,Alan Williams,2015,99.0,79.25,80.25,85.75,106.5,261.0,12.0,8.5,9.5,0,1
375,375,Brandon Ashley,2015,99.0,79.25,80.5,87.25,105.0,228.0,8.8,9.0,9.5,0,1
376,376,Chasson Randle,2015,99.0,72.75,73.5,79.0,96.5,179.0,4.5,8.5,9.5,0,1
377,377,Chris Walker,2015,99.0,80.75,81.25,86.75,108.0,208.0,5.1,9.0,9.0,0,1
378,378,Christian Wood,2015,99.0,81.25,82.5,87.25,111.5,216.0,14.7,9.25,10.75,0,0
379,379,Cliff Alexander,2015,99.0,79.25,80.5,87.5,109.5,239.0,5.8,9.5,10.25,0,0
380,380,Corey Hawkins,2015,99.0,72.75,73.75,80.0,99.5,192.0,5.5,8.3,9.0,0,1
381,381,Dez Wells,2015,99.0,75.0,76.0,81.5,100.5,209.0,8.1,8.75,9.75,0,1
382,382,George De Paula,2015,99.0,76.5,77.5,84.0,104.0,197.0,6.7,9.5,10.0,0,1
383,383,Jonathan Holmes,2015,99.0,80.25,81.25,83.5,107.5,242.0,7.2,8.25,9.5,0,1
384,384,Keifer Sykes,2015,99.0,70.5,71.75,74.0,93.0,167.0,5.0,8.5,9.5,0,1
385,385,Michael Frazier,2015,99.0,75.75,76.25,80.0,101.5,199.0,7.4,8.25,9.25,0,1
386,386,Michael Qualls,2015,99.0,76.0,77.0,84.25,104.5,201.0,4.0,9.0,10.25,0,0
387,387,Mouhammadou Jaiteh,2015,99.0,81.5,82.5,87.25,110.5,247.0,9.9,9.0,9.25,0,1
388,388,Quinn Cook,2015,99.0,72.25,74.0,76.0,96.5,179.0,6.7,7.5,8.25,0,1
389,389,Robert Upshaw,2015,99.0,82.75,84.0,89.5,113.0,258.0,12.5,10.0,11.0,0,0
390,390,Ryan Boatright,2015,99.0,70.0,71.0,72.5,92.5,170.0,6.6,7.5,8.75,0,1
391,391,T.J. McConnell,2015,99.0,72.5,74.0,74.0,96.5,188.0,7.3,7.5,7.0,0,1
392,392,TaShawn Thomas,2015,99.0,79.25,80.0,86.0,108.0,240.0,12.4,9.0,9.25,0,1
393,393,Terran Petteway,2015,99.0,76.75,78.0,83.25,104.5,209.0,4.9,8.25,8.25,0,1
394,394,Treveon Graham,2015,99.0,76.75,77.75,82.5,103.0,219.0,5.5,8.5,8.25,0,1
395,395,Vince Hunter,2015,99.0,78.75,79.5,83.0,104.5,208.0,4.6,9.0,8.75,0,1
396,396,Thon Maker,2016,10.0,83.75,84.75,87.0,110.5,216.0,6.1,8.75,9.5,1,1
397,397,Taurean Prince,2016,12.0,78.5,79.75,83.5,102.0,220.0,6.5,9.0,8.5,1,1
398,398,Denzel Valentine,2016,14.0,76.0,77.75,82.75,102.0,210.0,9.2,8.5,9.75,1,1
399,399,Justin Jackson,2016,15.0,79.0,80.25,82.75,103.5,193.0,7.6,8.75,8.75,1,1
400,400,Wade Baldwin,2016,17.0,74.5,76.0,83.25,100.0,202.0,5.2,9.0,9.75,1,1
401,401,Henry Ellenson,2016,18.0,82.0,83.5,86.25,108.0,242.0,11.2,8.5,9.75,1,0
402,402,Malik Beasley,2016,19.0,75.5,76.5,79.0,100.5,190.0,6.9,8.5,9.0,1,0
403,403,Caris LeVert,2016,20.0,77.75,79.0,82.0,101.0,191.0,7.6,8.5,9.25,1,0
404,404,DeAndre Bembry,2016,21.0,76.25,77.75,81.25,101.0,207.0,7.0,8.0,9.25,1,1
405,405,Malachi Richardson,2016,22.0,76.75,78.25,84.0,101.5,200.0,7.0,8.75,10.0,1,1
406,406,Brice Johnson,2016,25.0,81.0,82.5,84.5,106.5,209.0,7.5,9.0,8.25,1,1
407,407,Caleb Swanigan,2016,26.0,79.5,80.5,87.5,107.0,247.0,12.6,9.0,10.25,1,0
408,408,Pascal Siakam,2016,27.0,80.25,81.5,87.25,107.5,227.0,5.2,9.25,10.0,1,1
409,409,Skal Labissiere,2016,28.0,82.5,83.75,86.5,105.5,216.0,5.7,8.75,9.0,1,0
410,410,Jaylen Brown,2016,3.0,77.25,78.75,83.75,102.5,223.0,5.1,8.75,9.0,1,0
411,411,Damian Jones,2016,30.0,82.25,83.5,87.75,107.0,244.0,6.6,8.75,10.5,1,1
412,412,Josh Hart,2016,30.0,76.0,77.5,80.5,99.5,204.0,5.8,8.5,9.25,1,1
413,413,Deyonta Davis,2016,31.0,81.25,82.5,86.5,108.5,237.0,9.7,9.0,9.25,1,0
414,414,Cheick Diallo,2016,33.0,79.5,81.0,88.5,107.5,219.0,5.6,8.5,9.75,1,1
415,415,Tyler Ulis,2016,34.0,68.75,70.0,74.0,88.5,149.0,5.2,7.5,7.5,1,1
416,416,Malcolm Brogdon,2016,36.0,75.75,77.5,82.5,98.0,223.0,5.4,9.0,10.25,1,1
417,417,Chinanu Onuaku,2016,37.0,81.0,82.0,86.75,108.5,245.0,8.6,9.0,8.0,1,1
418,418,Patrick McCaw,2016,38.0,77.25,78.75,82.0,100.5,181.0,4.7,8.75,8.75,1,1
419,419,Diamond Stone,2016,40.0,81.0,82.25,86.75,108.5,254.0,12.9,8.5,7.75,1,1
420,420,Stephen Zimmerman,2016,41.0,82.25,83.75,87.25,108.5,234.0,11.2,9.0,9.0,1,1
421,421,Isaiah Whitehead,2016,42.0,75.25,76.5,80.75,100.0,210.0,9.3,8.5,8.75,1,1
422,422,Zhou Qi,2016,43.0,85.25,86.25,91.75,112.5,218.0,4.9,9.25,9.5,1,1
423,423,Demetrius Jackson,2016,45.0,72.0,73.25,77.5,93.0,194.0,6.5,8.25,9.0,1,1
424,424,Jake Layman,2016,47.0,80.0,81.25,81.25,102.0,209.0,7.1,8.25,9.25,1,1
425,425,Michael Gbinije,2016,49.0,77.5,78.75,79.5,101.0,205.0,5.4,8.0,9.0,1,1
426,426,Kris Dunn,2016,5.0,75.0,76.25,81.5,100.0,,6.6,8.62,9.31,1,0
427,427,Georges Niang,2016,50.0,78.75,80.5,82.0,103.0,231.0,10.1,9.25,9.25,1,1
428,428,Ben Bentil,2016,51.0,79.25,80.25,85.5,105.0,229.0,9.7,9.5,10.0,1,1
429,429,Joel Bolomboy,2016,52.0,79.5,81.0,85.75,103.5,224.0,5.2,9.0,10.25,1,1
430,430,Kay Felder,2016,54.0,68.25,69.5,74.5,88.5,177.0,5.8,8.25,8.5,1,1
431,431,Marcus Paige,2016,55.0,72.5,73.75,78.25,97.0,164.0,4.3,7.75,8.75,1,1
432,432,Daniel Hamilton,2016,56.0,78.25,80.0,81.0,103.5,197.0,6.0,9.0,8.5,1,1
433,433,Isaiah Cousins,2016,59.0,75.25,76.5,78.25,98.5,194.0,4.8,8.25,8.75,1,1
434,434,Jaron Blossomgame,2016,59.0,78.25,79.25,82.0,102.0,214.0,5.3,8.5,10.0,1,1
435,435,Buddy Hield,2016,6.0,75.75,77.0,81.25,101.0,212.0,6.1,8.5,9.0,1,0
436,436,Marquese Chriss,2016,8.0,80.75,82.0,84.25,105.0,233.0,8.5,9.0,9.0,1,1
437,437,Jakob Poeltl,2016,9.0,84.25,85.0,86.75,111.5,239.0,5.8,9.25,10.25,1,0
438,438,A.J. English,2016,99.0,74.0,75.0,82.0,98.5,182.0,5.3,8.75,8.5,0,1
439,439,Cat Barber,2016,99.0,73.5,74.75,77.5,95.5,173.0,4.5,8.0,8.5,0,0
440,440,Dedric Lawson,2016,99.0,79.0,80.0,86.5,106.5,225.0,11.1,9.5,9.5,0,1
441,441,Dorian Finney-Smith,2016,99.0,78.5,79.75,83.75,105.5,213.0,6.5,9.0,9.75,0,1
442,442,Elgin Cook,2016,99.0,77.0,78.25,82.0,100.5,210.0,6.4,8.5,10.25,0,0
443,443,Gary Payton II,2016,99.0,74.0,75.0,80.0,99.5,184.0,4.0,8.75,9.5,0,1
444,444,Isaiah Miles,2016,99.0,78.75,79.75,82.5,105.0,220.0,9.6,9.0,9.5,0,1
445,445,Jarrod Uthoff,2016,99.0,80.5,81.75,83.5,104.0,214.0,6.0,8.75,9.0,0,1
446,446,Kyle Wiltjer,2016,99.0,80.75,82.0,84.25,102.5,243.0,15.3,8.25,9.5,0,1
447,447,Malik Newman,2016,99.0,74.25,75.5,77.75,97.5,182.0,5.6,8.25,9.25,0,1
448,448,Marcus Lee,2016,99.0,81.0,82.25,87.0,107.5,211.0,5.4,9.0,9.0,0,1
449,449,Melo Trimble,2016,99.0,73.25,74.5,74.0,92.5,192.0,8.4,8.0,8.75,0,1
450,450,Nigel Hayes,2016,99.0,78.25,79.25,87.0,107.5,245.0,10.9,8.5,9.5,0,1
451,451,Perry Ellis,2016,99.0,79.0,80.25,82.25,102.0,218.0,4.6,8.0,8.5,0,1
452,452,Robert Carter,2016,99.0,78.75,80.5,87.25,106.5,251.0,12.5,8.75,9.5,0,1
453,453,Ron Baker,2016,99.0,75.25,76.25,81.75,97.5,212.0,7.9,8.75,9.5,0,1
454,454,Sheldon McClellan,2016,99.0,77.0,78.25,79.0,99.5,198.0,4.8,8.0,8.0,0,1
455,455,Troy Williams,2016,99.0,77.75,78.75,80.25,102.0,218.0,10.0,8.25,9.25,0,1
456,456,Wayne Selden,2016,99.0,76.25,77.75,82.5,101.0,232.0,7.3,9.0,9.25,0,0
457,457,Zach Collins,2017,10.0,82.25,84.0,85.0,111.0,232.0,8.9,8.75,9.25,1,0
458,458,Luke Kennard,2017,12.0,76.5,77.5,77.25,98.5,196.0,6.6,8.0,8.75,1,0
459,459,Donovan Mitchell,2017,13.0,73.25,75.0,82.0,97.0,211.0,5.9,8.5,9.5,1,1
460,460,Bam Adebayo,2017,14.0,80.75,81.75,86.75,108.0,243.0,5.2,9.5,8.75,1,1
461,461,Justin Patton,2017,16.0,82.0,83.25,87.0,111.5,229.0,7.8,8.75,9.75,1,1
462,462,D.J. Wilson,2017,17.0,80.75,82.5,87.0,109.5,234.0,6.4,9.25,10.25,1,0
463,463,T.J. Leaf,2017,18.0,80.75,81.75,83.0,107.0,222.0,6.8,8.5,9.5,1,1
464,464,John Collins,2017,19.0,80.25,81.5,83.25,106.5,225.0,5.4,9.0,10.0,1,1
465,465,Harry Giles,2017,20.0,81.25,82.5,87.25,109.5,232.0,5.2,9.5,10.75,1,1
466,466,Terrance Ferguson,2017,21.0,77.5,79.0,80.75,103.0,184.0,5.8,8.5,10.0,1,1
467,467,Jarrett Allen,2017,22.0,81.0,82.25,89.25,109.5,234.0,7.4,9.5,10.5,1,1
468,468,OG Anunoby,2017,23.0,78.25,79.75,86.25,107.5,232.0,6.8,9.25,9.5,1,0
469,469,Tyler Lydon,2017,24.0,80.25,81.5,84.0,107.5,215.0,13.6,8.75,8.75,1,1
470,470,Kyle Kuzma,2017,27.0,80.0,81.5,84.25,107.5,223.0,9.4,8.5,9.5,1,1
471,471,Tony Bradley,2017,28.0,81.25,82.75,89.0,112.5,249.0,12.0,9.5,9.5,1,1
472,472,Derrick White,2017,29.0,75.25,76.5,79.5,101.5,190.0,6.2,8.25,8.5,1,1
473,473,Frank Jackson,2017,31.0,74.0,75.5,79.5,98.0,202.0,6.7,8.25,9.0,1,1
474,474,Davon Reed,2017,32.0,76.5,77.5,84.0,102.0,206.0,6.5,9.25,9.5,1,1
475,475,Wesley Iwundu,2017,33.0,77.5,78.75,85.0,105.5,193.0,4.0,8.75,9.5,1,1
476,476,Frank Mason,2017,34.0,71.0,72.0,75.25,94.0,189.0,4.3,8.0,9.25,1,1
477,477,Ivan Rabb,2017,35.0,80.75,82.0,85.5,109.0,220.0,6.8,8.75,9.0,1,1
478,478,Semi Ojeleye,2017,37.0,77.25,78.75,81.75,102.0,241.0,5.5,8.75,9.5,1,1
479,479,Jordan Bell,2017,38.0,79.0,80.5,83.75,104.5,224.0,5.4,9.25,9.5,1,1
480,480,Jawun Evans,2017,39.0,70.75,71.5,77.5,95.0,185.0,9.1,8.0,7.75,1,1
481,481,Dwayne Bacon,2017,40.0,76.75,78.25,82.0,103.5,222.0,7.9,8.75,10.0,1,1
482,482,Tyler Dorsey,2017,41.0,75.0,76.5,77.25,99.5,183.0,4.7,8.5,9.25,1,1
483,483,Thomas Bryant,2017,42.0,81.5,82.75,90.0,112.5,248.0,9.4,9.5,10.25,1,1
484,484,Damyean Dotson,2017,44.0,76.5,77.5,81.0,100.0,205.0,5.3,8.5,9.25,1,1
485,485,Dillon Brooks,2017,45.0,77.0,78.0,78.0,100.5,220.0,7.5,8.25,9.25,1,1
486,486,Ike Anigbogu,2017,47.0,80.5,81.75,90.25,110.5,252.0,5.4,9.5,10.0,1,1
487,487,Sindarius Thornwell,2017,48.0,75.5,76.75,82.0,103.0,212.0,7.8,8.75,8.75,1,1
488,488,De'Aaron Fox,2017,5.0,74.0,75.25,78.5,100.0,170.0,4.5,8.5,8.5,1,0
489,489,Monte Morris,2017,51.0,73.25,74.5,76.0,96.5,175.0,6.9,8.25,8.75,1,1
490,490,Edmond Sumner,2017,52.0,76.0,77.75,81.0,102.5,176.0,8.3,8.25,9.0,1,0
491,491,Kadeem Allen,2017,53.0,73.0,74.25,81.25,99.5,192.0,6.4,8.5,8.75,1,1
492,492,Alec Peters,2017,54.0,79.25,80.75,82.75,105.0,232.0,8.8,8.75,10.0,1,0
493,493,Nigel Williams-Goss,2017,55.0,73.5,75.0,79.25,99.0,190.0,5.6,8.75,9.25,1,1
