,index,Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,year,last
108,144,Goran Suton,Michigan State,Big Ten,2009,9.37,32,29,26.7,10.4,5.5,2.9,8.4,1.6,1.1,0.5,1.8,2.5,3.8,7.4,0.521,2.1,2.5,0.848,3.2,5.9,0.5429999999999999,0.7,1.5,0.438,4,1
109,146,Jack McClinton,Siena,MAAC,2005,-2.47,30,23,32.3,13.6,4.1,0.9,5.0,2.7,1.1,0.0,2.6,2.9,4.6,10.8,0.423,2.9,3.6,0.815,3.0,6.5,0.467,1.5,4.3,0.35700000000000004,1,0
110,147,Jack McClinton,Miami (FL),ACC,2007,7.14,31,22,31.5,16.7,2.0,0.5,2.5,2.1,0.7,0.0,2.4,2.3,5.3,13.0,0.404,3.3,3.7,0.895,2.3,6.3,0.3670000000000001,2.9,6.7,0.44,2,0
111,148,Jack McClinton,Miami (FL),ACC,2008,7.13,32,30,31.5,17.7,2.1,0.3,2.4,2.6,0.8,0.0,2.5,1.8,5.6,13.1,0.428,3.6,3.9,0.919,2.7,6.2,0.429,2.9,6.9,0.4270000000000001,3,0
112,149,Jack McClinton,Miami (FL),ACC,2009,9.04,32,31,32.2,19.3,2.5,0.6,3.1,2.8,0.8,0.0,2.6,1.6,6.3,13.9,0.449,3.6,4.1,0.885,3.1,6.9,0.446,3.2,7.0,0.453,4,1
113,151,A.J. Price,UConn,Big East,2007,6.08,31,23,23.9,9.4,1.9,1.1,3.0,3.6,1.2,0.1,2.0,1.3,3.2,8.3,0.387,2.2,3.2,0.69,2.4,5.4,0.446,0.8,2.8,0.273,1,0
114,152,A.J. Price,UConn,Big East,2008,6.75,33,33,32.1,14.5,2.8,0.8,3.5,5.8,1.3,0.1,2.4,1.6,4.8,11.1,0.4370000000000001,3.2,4.3,0.746,3.3,6.8,0.48,1.6,4.3,0.369,2,0
115,153,A.J. Price,UConn,Big East,2009,8.57,35,35,31.8,14.7,2.9,0.6,3.5,4.7,0.7,0.0,2.7,1.3,4.9,11.9,0.408,2.7,3.7,0.721,2.5,6.1,0.413,2.3,5.8,0.402,3,1
116,155,Robert Vaden,Indiana,Big Ten,2005,10.01,29,29,33.8,10.2,3.1,1.3,4.3,2.1,1.6,0.2,2.2,2.6,3.4,9.2,0.376,1.8,2.3,0.8029999999999999,1.9,5.1,0.381,1.5,4.1,0.37,1,0
117,156,Robert Vaden,Indiana,Big Ten,2006,7.36,31,31,34.4,13.5,4.4,1.1,5.5,3.5,1.2,0.2,3.3,2.8,4.8,11.1,0.436,1.2,1.5,0.804,2.2,4.8,0.463,2.6,6.3,0.415,2,0
118,157,Robert Vaden,Alabama-Birmingham,CUSA,2008,2.09,33,33,35.5,21.1,3.1,0.4,3.5,2.6,1.0,0.2,2.9,2.0,6.7,16.3,0.408,3.4,4.0,0.863,2.4,5.6,0.424,4.3,10.8,0.4,3,0
119,158,Robert Vaden,Alabama-Birmingham,CUSA,2009,3.67,34,34,36.5,17.6,4.2,0.7,4.9,2.1,1.0,0.6,2.5,1.8,6.1,15.4,0.397,2.2,2.9,0.74,2.8,5.8,0.48,3.3,9.5,0.34600000000000003,4,1
120,160,Patrick Mills,Saint Mary's,WCC,2008,0.36,32,32,32.1,14.8,1.7,0.4,2.1,3.5,1.8,0.1,2.8,1.6,5.0,11.7,0.429,2.8,3.7,0.7609999999999999,3.1,5.8,0.5379999999999999,1.9,5.9,0.32299999999999995,1,0
121,161,Patrick Mills,Saint Mary's,WCC,2009,1.49,26,24,33.3,18.4,1.9,0.5,2.4,3.9,2.2,0.2,2.9,1.7,6.3,15.6,0.402,3.3,3.8,0.8590000000000001,3.7,8.0,0.464,2.6,7.6,0.338,2,1
122,163,Ahmad Nivins,St. Joseph's,A-10,2006,5.12,30,12,22.7,6.1,3.1,1.8,5.0,0.3,0.4,1.3,1.4,2.8,2.3,3.7,0.613,1.6,2.3,0.706,2.3,3.7,0.618,0.0,0.0,0.0,1,0
123,164,Ahmad Nivins,St. Joseph's,A-10,2007,2.23,31,31,35.6,16.6,4.2,3.4,7.6,0.4,1.0,1.0,2.5,2.9,5.7,9.0,0.631,5.3,7.8,0.6779999999999999,5.7,9.0,0.633,0.0,0.0,0.0,2,0
124,165,Ahmad Nivins,St. Joseph's,A-10,2008,3.98,33,33,33.7,14.4,3.6,2.2,5.8,0.5,0.7,1.2,2.3,2.8,5.0,7.7,0.647,4.4,6.0,0.741,5.0,7.7,0.647,0.0,0.0,0.0,3,0
125,166,Ahmad Nivins,St. Joseph's,A-10,2009,2.21,32,32,39.3,19.2,7.9,3.9,11.8,1.0,0.8,1.8,2.7,2.2,6.4,10.5,0.612,6.3,8.1,0.787,6.4,10.4,0.614,0.0,0.0,0.0,4,1
126,168,Lester Hudson,UT-Martin,OVC,2008,-6.37,33,32,36.9,25.7,5.7,2.2,7.8,4.5,2.8,0.7,3.8,2.6,8.8,19.0,0.464,4.3,5.1,0.8340000000000001,5.1,9.3,0.544,3.8,9.7,0.388,1,0
127,169,Lester Hudson,UT-Martin,OVC,2009,-4.9,32,32,36.0,27.5,5.8,2.2,7.9,4.2,2.3,0.6,3.3,2.7,9.8,21.8,0.449,4.6,5.3,0.8809999999999999,6.5,12.4,0.52,3.3,9.3,0.355,2,1
128,171,Chinemelu Elonu,Texas A&M,Big 12,2007,5.12,22,0,5.1,1.7,1.0,0.8,1.8,0.2,0.1,0.4,0.4,0.9,0.7,1.0,0.652,0.3,0.8,0.389,0.7,1.0,0.652,0.0,0.0,0.0,1,0
129,172,Chinemelu Elonu,Texas A&M,Big 12,2008,7.46,34,0,9.3,2.7,2.0,1.0,3.0,0.2,0.1,0.5,0.9,1.2,1.0,1.9,0.53,0.6,1.2,0.512,1.0,1.9,0.53,0.0,0.0,0.0,2,0
130,173,Chinemelu Elonu,Texas A&M,Big 12,2009,6.13,34,30,23.8,9.8,4.5,2.9,7.3,0.3,0.3,1.6,1.8,2.8,3.8,5.7,0.665,2.2,3.6,0.628,3.8,5.7,0.665,0.0,0.0,0.0,3,1
131,175,Robert Dozier,Memphis,CUSA,2006,4.24,37,3,18.4,5.6,3.2,2.3,5.5,0.6,0.6,1.1,1.2,1.9,1.9,4.6,0.404,1.7,2.3,0.75,1.7,3.9,0.438,0.2,0.7,0.222,1,0
132,176,Robert Dozier,Memphis,CUSA,2007,3.91,37,36,25.5,9.6,3.6,2.6,6.2,1.1,0.9,1.5,1.9,2.9,3.5,7.5,0.471,2.3,3.6,0.634,3.2,6.4,0.502,0.3,1.1,0.293,2,0
133,177,Robert Dozier,Memphis,CUSA,2008,5.76,37,36,26.0,9.2,4.1,2.6,6.8,1.1,1.1,1.8,1.5,2.7,3.4,7.7,0.44,2.1,3.2,0.675,3.1,6.8,0.458,0.3,0.9,0.303,3,0
134,178,Robert Dozier,Memphis,CUSA,2009,4.63,37,36,30.2,12.9,4.6,2.9,7.5,1.4,1.3,1.6,2.0,2.7,4.5,8.6,0.519,3.4,4.6,0.721,3.9,7.1,0.5489999999999999,0.6,1.5,0.375,4,1
135,180,John Wall,Kentucky,SEC,2010,6.82,37,37,34.8,16.6,3.5,0.8,4.3,6.5,1.8,0.5,4.0,1.9,5.5,11.8,0.461,4.7,6.3,0.754,4.5,8.8,0.509,1.0,3.1,0.325,1,1
136,182,Evan Turner,Ohio State,Big Ten,2008,7.97,37,30,27.1,8.5,3.5,0.9,4.4,2.6,1.3,0.5,2.7,2.4,2.9,6.3,0.47,1.9,2.8,0.6990000000000001,2.3,4.4,0.528,0.6,1.9,0.333,1,0
137,183,Evan Turner,Ohio State,Big Ten,2009,8.23,33,33,36.4,17.3,5.4,1.7,7.1,4.0,1.8,0.8,3.5,2.9,5.8,11.6,0.503,5.3,6.7,0.7879999999999999,5.5,10.9,0.507,0.3,0.8,0.44,2,0
138,184,Evan Turner,Ohio State,Big Ten,2010,7.37,31,31,35.7,20.4,7.2,2.0,9.2,6.0,1.7,0.9,4.4,2.8,7.6,14.7,0.519,4.5,5.9,0.754,7.0,13.0,0.54,0.6,1.8,0.364,3,1
139,186,Derrick Favors,Georgia Tech,ACC,2010,9.02,36,35,27.5,12.4,5.4,3.0,8.4,1.0,0.9,2.1,2.5,2.6,5.0,8.1,0.611,2.5,4.0,0.629,5.0,8.1,0.613,0.0,0.0,0.0,1,1
140,188,DeMarcus Cousins,Kentucky,SEC,2010,6.82,38,37,23.5,15.1,5.8,4.1,9.8,1.0,1.0,1.8,2.1,3.2,5.4,9.7,0.5579999999999999,4.3,7.1,0.604,5.4,9.6,0.565,0.0,0.2,0.16699999999999998,1,1
141,190,Ekpe Udoh,Michigan,Big Ten,2007,6.79,35,7,20.3,5.0,2.3,1.7,4.0,0.8,0.7,1.9,0.8,1.9,2.2,4.6,0.469,0.7,1.2,0.585,2.2,4.5,0.478,0.0,0.1,0.0,1,0
142,191,Ekpe Udoh,Michigan,Big Ten,2008,7.99,32,24,26.0,6.0,2.8,2.2,5.0,0.9,0.8,2.9,1.1,2.4,2.4,5.4,0.4370000000000001,1.0,1.8,0.589,2.2,4.9,0.443,0.2,0.5,0.375,2,0
143,192,Ekpe Udoh,Baylor,Big 12,2010,8.03,36,36,35.1,13.9,6.2,3.6,9.8,2.7,0.8,3.7,2.4,2.4,5.3,10.8,0.49,3.1,4.5,0.685,5.1,10.1,0.505,0.2,0.7,0.269,3,1
144,194,Greg Monroe,Georgetown,Big East,2009,8.97,31,31,30.9,12.7,4.5,2.0,6.5,2.5,1.8,1.5,2.5,2.5,4.6,8.1,0.5720000000000001,3.4,4.8,0.7,4.5,7.9,0.578,0.1,0.2,0.333,1,0
145,195,Greg Monroe,Georgetown,Big East,2010,9.55,34,34,34.2,16.1,7.5,2.2,9.6,3.8,1.2,1.5,3.3,2.6,5.9,11.3,0.525,4.1,6.1,0.66,5.7,10.5,0.545,0.2,0.8,0.259,2,1
146,197,Al-Farouq Aminu,Wake Forest,ACC,2009,7.36,31,30,29.0,12.9,5.9,2.3,8.2,1.5,1.0,1.2,2.6,2.6,4.7,9.1,0.516,3.3,4.9,0.6709999999999999,4.5,7.9,0.57,0.2,1.3,0.179,1,0
147,198,Al-Farouq Aminu,Wake Forest,ACC,2010,8.85,31,30,31.3,15.8,6.4,4.3,10.7,1.3,1.4,1.4,3.2,2.9,5.4,12.1,0.447,4.5,6.4,0.698,4.8,9.9,0.484,0.6,2.1,0.273,2,1
148,200,Gordon Hayward,Butler,Horizon,2009,2.07,32,32,32.7,13.1,5.0,1.4,6.5,2.0,1.5,0.9,1.7,2.0,3.9,8.2,0.479,3.2,3.9,0.815,1.8,3.3,0.523,2.2,4.8,0.448,1,0
149,201,Gordon Hayward,Butler,Horizon,2010,5.08,37,37,33.5,15.5,6.3,1.9,8.2,1.7,1.1,0.8,2.3,2.1,4.7,10.1,0.464,4.8,5.8,0.8290000000000001,3.4,5.8,0.5920000000000001,1.3,4.3,0.294,2,1
150,203,Paul George,Fresno State,WAC,2009,0.96,34,34,34.6,14.3,4.4,1.9,6.2,1.9,1.7,1.0,2.3,2.7,4.9,10.4,0.47,2.7,3.9,0.6970000000000001,3.0,6.2,0.486,1.9,4.1,0.447,1,0
151,204,Paul George,Fresno State,WAC,2010,1.31,29,29,33.2,16.8,5.3,1.9,7.2,3.0,2.2,0.8,3.2,2.9,5.3,12.5,0.424,4.1,4.6,0.909,3.3,6.8,0.485,2.0,5.8,0.353,2,1
152,206,Cole Aldrich,Kansas,Big 12,2008,8.2,40,0,8.3,2.8,2.1,0.9,3.0,0.1,0.3,0.9,0.5,1.2,1.1,2.1,0.518,0.7,1.0,0.684,1.1,2.1,0.518,0.0,0.0,0.0,1,0
153,207,Cole Aldrich,Kansas,Big 12,2009,7.9,35,35,29.6,14.9,8.0,3.0,11.1,1.0,0.6,2.7,1.6,2.6,5.7,9.5,0.598,3.5,4.4,0.792,5.7,9.5,0.598,0.0,0.0,0.0,2,0
154,208,Cole Aldrich,Kansas,Big 12,2010,8.25,36,36,26.8,11.3,6.8,3.1,9.8,0.9,0.8,3.5,1.6,2.6,4.1,7.4,0.562,3.0,4.4,0.679,4.1,7.4,0.562,0.0,0.0,0.0,3,1
155,210,Xavier Henry,Kansas,Big 12,2010,8.25,36,36,27.5,13.4,3.2,1.2,4.4,1.5,1.5,0.5,1.9,1.8,4.5,9.8,0.458,2.5,3.2,0.7829999999999999,2.6,5.3,0.4920000000000001,1.9,4.6,0.418,1,1
156,212,Ed Davis,UNC,ACC,2009,8.35,38,2,18.8,6.7,4.4,2.2,6.6,0.6,0.4,1.7,1.1,1.9,2.6,5.0,0.518,1.4,2.5,0.573,2.6,5.0,0.518,0.0,0.0,0.0,1,0
157,213,Ed Davis,UNC,ACC,2010,9.83,23,23,27.9,13.4,6.7,2.9,9.6,1.0,0.4,2.8,2.0,1.8,4.8,8.3,0.578,3.8,5.7,0.659,4.8,8.3,0.578,0.0,0.0,0.0,2,1
158,215,Patrick Patterson,Kentucky,SEC,2008,7.09,25,25,35.7,16.4,4.8,2.8,7.7,1.7,0.8,1.2,2.1,2.8,6.5,11.3,0.574,3.5,4.8,0.731,6.5,11.2,0.581,0.0,0.1,0.0,1,0
159,216,Patrick Patterson,Kentucky,SEC,2009,4.82,34,34,33.7,17.9,6.6,2.7,9.3,2.0,0.6,2.1,1.9,2.2,7.1,11.7,0.603,3.8,4.9,0.768,7.1,11.7,0.605,0.0,0.0,0.0,2,0
160,217,Patrick Patterson,Kentucky,SEC,2010,6.82,38,38,33.0,14.3,4.4,3.1,7.4,0.9,0.7,1.3,1.1,1.6,5.7,9.8,0.575,2.4,3.4,0.6920000000000001,5.0,8.0,0.626,0.6,1.8,0.348,3,1
161,219,Larry Sanders,VCU,CAA,2008,-2.06,32,16,16.6,4.9,3.6,1.6,5.2,0.1,0.3,3.0,0.8,2.8,2.0,3.9,0.504,1.0,2.1,0.456,2.0,3.9,0.504,0.0,0.0,0.0,1,0
162,220,Larry Sanders,VCU,CAA,2009,-0.65,34,34,26.6,11.3,5.7,2.9,8.6,0.4,0.6,2.7,2.1,3.6,4.6,9.0,0.51,2.1,3.8,0.5579999999999999,4.6,9.0,0.51,0.0,0.0,0.0,2,0
163,221,Larry Sanders,VCU,CAA,2010,0.64,35,32,26.9,14.4,6.1,3.0,9.1,1.0,0.7,2.6,1.7,2.9,5.6,10.5,0.534,3.1,4.8,0.6409999999999999,5.5,10.0,0.547,0.1,0.5,0.25,3,1
164,223,Luke Babbitt,Nevada,WAC,2009,1.4,34,34,32.6,16.9,5.5,1.9,7.4,1.4,0.7,0.7,1.9,1.8,5.7,12.5,0.456,4.5,5.2,0.8640000000000001,4.7,10.2,0.463,1.0,2.3,0.429,1,0
165,224,Luke Babbitt,Nevada,WAC,2010,2.56,34,34,37.1,21.9,6.9,2.1,8.9,2.1,1.0,0.8,2.4,2.6,7.4,14.8,0.5,5.9,6.4,0.917,6.1,11.8,0.521,1.2,3.0,0.416,2,1
166,226,Eric Bledsoe,Kentucky,SEC,2010,6.82,37,35,30.3,11.3,2.6,0.5,3.1,2.9,1.4,0.3,3.0,2.2,3.9,8.4,0.462,2.2,3.3,0.667,2.6,5.0,0.516,1.3,3.5,0.383,1,1
167,228,Avery Bradley,Texas,Big 12,2010,7.38,34,32,29.5,11.6,1.9,1.0,2.9,2.1,1.3,0.5,1.5,2.4,4.7,10.8,0.4320000000000001,1.1,1.9,0.545,3.4,7.5,0.457,1.2,3.3,0.375,1,1
168,230,Craig Brackins,Iowa State,Big 12,2008,7.97,32,32,27.7,11.4,3.7,1.3,5.0,1.3,0.3,1.0,1.7,1.8,4.3,9.9,0.434,2.2,3.0,0.732,3.6,7.5,0.481,0.7,2.3,0.28,1,0
169,231,Craig Brackins,Iowa State,Big 12,2009,5.68,32,31,32.5,20.2,7.8,1.7,9.5,1.3,0.5,0.9,2.3,2.1,7.6,16.0,0.475,4.3,6.2,0.6970000000000001,6.9,13.7,0.507,0.7,2.3,0.284,2,0
170,232,Craig Brackins,Iowa State,Big 12,2010,8.37,32,32,35.1,16.5,6.4,2.1,8.5,2.2,0.8,1.2,2.1,2.0,6.0,14.3,0.42,3.7,4.8,0.76,5.2,11.6,0.446,0.8,2.7,0.31,3,1
171,234,Elliot Williams,Duke,ACC,2009,9.07,34,12,16.6,4.2,1.4,0.9,2.3,0.7,0.6,0.0,0.9,1.7,1.6,3.7,0.441,0.7,1.4,0.5,1.4,2.7,0.516,0.3,1.1,0.25,1,0
172,235,Elliot Williams,Memphis,CUSA,2010,3.65,34,34,33.3,17.9,3.2,0.7,4.0,3.8,1.3,0.1,2.9,2.0,5.2,11.4,0.459,5.7,7.5,0.758,3.5,6.6,0.527,1.8,4.8,0.366,2,1
173,237,Trevor Booker,Clemson,ACC,2007,7.82,36,36,25.9,10.4,3.3,3.1,6.4,1.1,0.9,2.2,2.0,2.6,4.4,7.3,0.602,1.6,2.5,0.615,4.4,7.3,0.602,0.0,0.0,0.0,1,0
174,238,Trevor Booker,Clemson,ACC,2008,9.08,34,34,26.6,11.0,4.6,2.7,7.3,1.5,0.6,1.9,2.0,2.6,4.4,8.0,0.555,2.0,3.4,0.573,4.3,7.6,0.568,0.1,0.4,0.333,2,0
175,239,Trevor Booker,Clemson,ACC,2009,6.59,32,32,30.7,15.3,6.4,3.3,9.7,1.7,1.5,2.0,1.8,1.7,5.9,10.3,0.5710000000000001,3.3,4.6,0.7070000000000001,5.6,9.7,0.583,0.3,0.7,0.409,3,0
176,240,Trevor Booker,Clemson,ACC,2010,7.9,32,32,30.8,15.2,5.6,2.8,8.4,2.5,1.3,1.4,1.9,2.0,5.9,11.3,0.521,3.2,5.3,0.591,5.6,10.2,0.547,0.3,1.1,0.265,4,1
177,242,Damion James,Texas,Big 12,2007,6.12,35,35,25.9,7.6,4.7,2.5,7.2,0.9,0.6,1.2,1.5,2.9,2.8,5.7,0.493,1.9,3.2,0.595,2.8,5.4,0.516,0.0,0.3,0.091,1,0
178,243,Damion James,Texas,Big 12,2008,8.59,38,36,31.2,13.2,7.2,3.1,10.3,1.3,0.7,1.3,1.6,2.6,5.1,11.0,0.461,2.0,3.6,0.57,4.1,8.6,0.474,1.0,2.4,0.413,2,0
179,244,Damion James,Texas,Big 12,2009,8.09,35,35,29.5,15.4,6.3,2.9,9.2,1.3,1.0,0.9,2.3,2.7,5.8,12.4,0.468,3.0,4.4,0.684,5.0,9.9,0.503,0.8,2.5,0.326,3,0
180,245,Damion James,Texas,Big 12,2010,7.38,34,34,30.3,18.0,7.1,3.1,10.3,1.0,1.7,1.2,2.0,2.9,6.2,12.3,0.501,4.6,6.8,0.674,5.1,9.6,0.535,1.1,2.8,0.383,4,1
181,247,Dominique Jones,South Florida,Big East,2008,6.57,31,31,35.0,17.1,3.2,1.4,4.6,2.8,1.5,0.3,2.3,2.4,5.7,12.4,0.46,4.0,5.2,0.759,4.0,7.5,0.53,1.7,4.9,0.353,1,0
182,248,Dominique Jones,South Florida,Big East,2009,8.18,31,30,37.5,18.1,3.6,2.0,5.6,3.9,1.3,0.4,2.6,2.5,6.2,14.9,0.419,3.9,5.5,0.708,4.5,9.2,0.486,1.7,5.6,0.309,2,0
183,249,Dominique Jones,South Florida,Big East,2010,7.21,33,33,37.1,21.4,5.0,1.1,6.1,3.6,1.7,0.6,2.9,2.8,6.7,14.9,0.45,6.3,8.5,0.741,5.2,9.9,0.521,1.6,5.1,0.311,3,1
184,251,Quincy Pondexter,Washington,Pac-10,2007,6.5,32,22,23.9,10.7,2.5,1.5,4.0,1.5,0.7,0.2,2.0,2.6,3.9,7.8,0.498,2.4,3.1,0.76,3.3,6.3,0.527,0.6,1.5,0.375,1,0
185,252,Quincy Pondexter,Washington,Pac-10,2008,8.0,33,9,24.4,9.9,2.6,2.2,4.8,1.9,0.5,0.2,1.8,2.3,3.6,7.9,0.452,2.3,3.4,0.685,3.1,6.3,0.493,0.5,1.6,0.28800000000000003,2,0
186,253,Quincy Pondexter,Washington,Pac-10,2009,8.19,35,35,28.1,12.1,3.1,2.8,5.9,1.6,0.7,0.4,1.9,2.8,4.7,9.2,0.511,2.5,3.4,0.742,4.6,8.8,0.524,0.1,0.4,0.214,3,0
187,254,Quincy Pondexter,Washington,Pac-10,2010,7.49,36,36,32.3,19.3,4.4,3.0,7.4,1.8,1.3,0.6,1.9,2.5,6.8,12.9,0.528,5.2,6.3,0.8270000000000001,6.3,11.5,0.55,0.5,1.4,0.353,4,1
188,256,Jordan Crawford,Indiana,Big Ten,2008,6.08,30,8,25.3,9.7,2.2,1.1,3.4,2.3,0.9,0.2,1.9,1.6,3.6,8.1,0.44,1.6,2.1,0.746,2.6,5.4,0.478,1.0,2.7,0.366,1,0
189,257,Jordan Crawford,Xavier,A-10,2010,5.94,35,34,32.8,20.5,3.8,1.0,4.7,2.9,1.3,0.2,2.4,1.6,7.4,16.1,0.462,3.4,4.4,0.773,5.2,10.3,0.501,2.3,5.8,0.391,2,1
190,259,Greivis Vasquez,Maryland,ACC,2007,7.59,34,22,28.8,9.8,2.5,0.8,3.3,4.6,1.1,0.1,2.7,2.3,3.4,7.6,0.444,2.2,2.8,0.7979999999999999,2.4,4.7,0.522,0.9,2.9,0.316,1,0
191,260,Greivis Vasquez,Maryland,ACC,2008,7.28,34,34,37.0,17.0,4.8,0.9,5.7,6.8,1.4,0.3,4.4,2.3,5.9,13.6,0.4320000000000001,3.4,4.3,0.782,4.0,7.5,0.531,1.9,6.1,0.309,2,0
192,261,Greivis Vasquez,Maryland,ACC,2009,8.99,35,35,34.6,17.5,4.3,1.1,5.4,5.0,1.4,0.4,2.8,2.2,6.2,15.4,0.405,3.2,3.7,0.867,4.3,9.6,0.452,1.9,5.8,0.327,3,0
193,262,Greivis Vasquez,Maryland,ACC,2010,7.95,33,32,33.9,19.6,3.5,1.2,4.6,6.3,1.7,0.4,3.4,2.1,6.7,15.5,0.429,4.2,4.9,0.857,4.6,9.7,0.47,2.1,5.8,0.359,4,1
194,264,Daniel Orton,Kentucky,SEC,2010,6.82,38,0,13.2,3.4,2.1,1.2,3.3,0.4,0.6,1.4,1.0,2.3,1.3,2.4,0.527,0.9,1.7,0.524,1.3,2.3,0.539,0.0,0.1,0.0,1,1
195,266,Lazar Hayward,Marquette,Big East,2007,6.95,34,16,16.3,6.6,1.9,1.8,3.6,0.3,0.6,0.1,1.0,2.1,2.4,5.7,0.428,1.4,2.1,0.667,2.1,4.3,0.5,0.3,1.4,0.208,1,0
196,267,Lazar Hayward,Marquette,Big East,2008,8.09,35,33,25.4,12.8,4.6,1.9,6.5,0.6,1.1,0.4,1.8,2.7,4.5,9.5,0.474,2.6,3.4,0.773,3.3,6.9,0.483,1.2,2.6,0.451,2,0
197,268,Lazar Hayward,Marquette,Big East,2009,7.87,35,35,31.7,16.3,5.8,2.8,8.6,1.1,1.0,0.3,1.9,2.5,5.8,12.4,0.469,3.1,3.8,0.82,4.3,8.2,0.526,1.5,4.2,0.358,3,0
198,269,Lazar Hayward,Marquette,Big East,2010,8.23,34,34,32.3,18.1,5.4,2.1,7.5,1.5,1.9,0.5,2.0,3.4,6.5,15.1,0.4320000000000001,3.1,3.7,0.843,4.6,9.6,0.479,1.9,5.5,0.349,4,1
199,271,Dexter Pittman,Texas,Big 12,2007,6.12,29,0,5.3,2.6,0.8,1.0,1.8,0.1,0.2,0.3,0.4,1.4,1.0,1.7,0.604,0.6,1.2,0.471,1.0,1.7,0.604,0.0,0.0,0.0,1,0
200,272,Dexter Pittman,Texas,Big 12,2008,8.59,36,1,6.8,2.8,1.1,1.3,2.4,0.2,0.1,0.5,0.6,1.1,1.1,1.9,0.5589999999999999,0.6,1.1,0.561,1.1,1.9,0.5589999999999999,0.0,0.0,0.0,2,0
201,273,Dexter Pittman,Texas,Big 12,2009,8.09,35,24,16.6,10.1,2.8,2.6,5.5,0.4,0.4,0.9,1.4,2.7,3.7,6.0,0.616,2.7,3.9,0.691,3.7,6.0,0.616,0.0,0.0,0.0,3,0
202,274,Dexter Pittman,Texas,Big 12,2010,7.38,34,34,19.1,10.4,2.9,3.0,5.9,0.5,0.4,1.9,1.8,2.6,4.1,6.3,0.654,2.2,4.0,0.556,4.1,6.3,0.654,0.0,0.0,0.0,4,1
203,276,Hassan Whiteside,Marshall,CUSA,2010,1.57,34,23,26.1,13.1,6.2,2.7,8.9,0.3,0.6,5.4,1.9,2.4,4.9,9.4,0.524,3.2,5.5,0.588,4.8,9.2,0.522,0.1,0.1,0.6,1,1
204,278,Armon Johnson,Nevada,WAC,2008,-0.11,33,32,31.2,11.5,3.3,0.8,4.0,3.4,0.8,0.2,2.4,2.1,4.1,8.4,0.482,2.5,3.2,0.7759999999999999,3.2,6.0,0.5379999999999999,0.8,2.5,0.34600000000000003,1,0
205,279,Armon Johnson,Nevada,WAC,2009,1.4,34,33,32.3,15.5,2.8,0.8,3.6,4.3,0.9,0.2,2.5,1.2,5.7,13.2,0.431,3.4,4.3,0.789,4.9,10.5,0.469,0.7,2.6,0.278,2,0
206,280,Armon Johnson,Nevada,WAC,2010,2.56,34,34,34.5,15.7,2.6,0.8,3.4,5.6,0.8,0.4,3.4,1.8,6.4,13.0,0.495,2.4,3.5,0.6779999999999999,5.9,10.9,0.544,0.5,2.1,0.239,3,1
207,282,Terrico White,Ole Miss,SEC,2009,5.41,31,21,30.0,13.7,2.6,0.8,3.4,2.3,0.8,0.3,1.8,1.8,5.1,11.8,0.428,1.6,2.5,0.628,3.1,6.2,0.495,2.0,5.6,0.354,1,0
208,283,Terrico White,Ole Miss,SEC,2010,5.77,35,34,31.5,15.1,3.0,1.6,4.6,1.5,0.9,0.2,1.3,1.8,5.5,12.8,0.43,2.4,3.4,0.7140000000000001,3.7,7.7,0.489,1.7,5.1,0.341,2,1
209,285,Darington Hobson,New Mexico,MWC,2010,3.84,35,35,33.6,15.9,7.1,2.1,9.3,4.6,1.3,0.4,3.0,1.9,5.5,12.5,0.44,3.7,5.7,0.653,4.4,9.5,0.465,1.1,3.1,0.361,1,1
210,287,Andy Rautins,Syracuse,Big East,2006,8.16,20,0,8.0,2.9,0.6,0.3,0.9,0.7,0.3,0.1,0.2,1.2,1.0,2.7,0.377,0.2,0.3,0.5,0.3,0.4,0.7140000000000001,0.8,2.3,0.326,1,0
211,288,Andy Rautins,Syracuse,Big East,2007,6.47,35,20,21.2,7.2,1.5,0.4,2.0,1.5,1.3,0.2,1.3,1.8,2.4,6.5,0.3720000000000001,0.5,0.7,0.708,0.5,1.1,0.447,1.9,5.4,0.35600000000000004,2,0
212,289,Andy Rautins,Syracuse,Big East,2009,9.48,37,10,28.6,10.5,3.0,0.4,3.3,3.0,1.4,0.2,2.0,2.0,3.4,9.0,0.38,0.9,1.2,0.733,0.6,1.4,0.453,2.8,7.5,0.366,3,0
213,290,Andy Rautins,Syracuse,Big East,2010,7.21,35,35,32.5,12.1,2.9,0.5,3.4,4.9,2.0,0.2,2.8,2.2,3.7,8.5,0.438,1.9,2.3,0.815,0.9,1.6,0.5710000000000001,2.8,6.9,0.407,4,1
214,292,Landry Fields,Stanford,Pac-10,2007,9.06,30,0,14.0,4.2,1.7,0.8,2.5,0.7,0.2,0.1,0.8,1.0,1.5,4.1,0.363,0.5,0.8,0.652,0.8,1.9,0.431,0.7,2.2,0.303,1,0
215,293,Landry Fields,Stanford,Pac-10,2008,6.95,33,0,12.6,4.1,1.5,0.5,2.0,1.0,0.3,0.2,0.8,1.2,1.4,3.8,0.362,0.6,1.0,0.625,0.7,2.0,0.369,0.7,1.9,0.355,2,0
