Name,School,Conf,Season,SOS,G,GS,MP,PTS,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,FT,FTA,FT%,2P,2PA,2P%,3P,3PA,3P%,EFG%,year,last
Cody Zeller,Indiana,Big Ten,2012,7.79,36,36,28.5,15.6,4.1,2.4,6.6,1.3,1.4,1.2,1.7,2.7,5.6,8.9,0.623,4.5,6,0.755,5.6,8.9,0.623,0,0,0,0.6292134831460674,1,0
Cody Zeller,Indiana,Big Ten,2013,8.38,36,36,29.5,16.5,5.2,2.8,8,1.3,1,1.3,2.3,2.2,5.5,9.8,0.564,5.4,7.2,0.757,5.5,9.8,0.5670000000000001,0,0.1,0,0.5612244897959183,2,1
Alex Len,Maryland,ACC,2012,5.98,22,11,21.2,6,3.8,1.6,5.4,0.6,0.2,2.1,1.5,2.5,2.4,4.3,0.5529999999999999,1.2,2.1,0.5870000000000001,2.4,4.2,0.5589999999999999,0,0,0,0.5581395348837209,1,0
Alex Len,Maryland,ACC,2013,4.66,38,37,26.4,11.9,5,2.9,7.8,1,0.2,2.1,1.6,2.7,4.6,8.5,0.534,2.8,4,0.6859999999999999,4.5,8.3,0.544,0,0.2,0.125,0.5411764705882353,2,1
Nerlens Noel,Kentucky,SEC,2013,5.78,24,24,31.9,10.5,6.8,2.7,9.5,1.6,2.1,4.4,1.9,2.6,4.1,6.9,0.59,2.3,4.3,0.529,4.1,6.9,0.59,0,0,0,0.5942028985507245,1,1
Ben McLemore,Kansas,Big 12,2013,7.54,37,36,32.2,15.9,3.9,1.3,5.2,2,1,0.7,2.1,1.9,5.4,10.8,0.495,3.2,3.7,0.87,3.4,6.1,0.5529999999999999,2,4.7,0.42,0.5925925925925926,1,1
Kentavious Caldwell-Pope,Georgia,SEC,2012,7.95,32,30,32.1,13.2,3.8,1.4,5.2,1.2,1.8,0.3,1.1,2.2,4.8,12,0.396,1.7,2.5,0.654,2.7,5.3,0.512,2,6.7,0.304,0.48333333333333334,1,0
Kentavious Caldwell-Pope,Georgia,SEC,2013,6.09,32,30,33.9,18.5,5.9,1.2,7.1,1.8,2,0.5,2,2.2,5.8,13.4,0.433,4.2,5.3,0.799,3.2,6.4,0.498,2.6,7,0.373,0.5298507462686567,2,1
Trey Burke,Michigan,Big Ten,2012,8.98,34,32,36.1,14.8,2.8,0.6,3.5,4.6,0.9,0.4,2.8,1.6,5.2,12,0.433,2.7,3.7,0.7440000000000001,3.5,7.2,0.49,1.7,4.8,0.348,0.5041666666666667,1,0
Trey Burke,Michigan,Big Ten,2013,10.05,39,39,35.3,18.6,2.6,0.5,3.2,6.7,1.6,0.5,2.2,1.9,6.6,14.4,0.463,3.4,4.3,0.8009999999999999,4.7,9.3,0.506,1.9,5.1,0.384,0.5243055555555556,2,1
CJ McCollum,Lehigh,Patriot,2010,-7.79,33,31,31.9,19.1,3.6,1.4,5,2.4,1.3,0.2,2,1.5,6.2,13.4,0.459,4.6,5.7,0.81,4,8.2,0.483,2.2,5.2,0.421,0.5447761194029851,1,0
CJ McCollum,Lehigh,Patriot,2011,-5.69,31,31,34.6,21.8,5.9,1.9,7.8,2.1,2.5,0.7,2.8,1.7,6.9,17.3,0.399,6.4,7.5,0.845,5.2,12,0.435,1.7,5.3,0.315,0.44797687861271673,2,0
CJ McCollum,Lehigh,Patriot,2012,-5.14,35,35,33.1,21.9,5.1,1.4,6.5,3.5,2.6,0.5,2.3,2.1,7.3,16.4,0.443,5.7,7,0.8109999999999999,5.5,11.3,0.489,1.7,5,0.341,0.4969512195121952,3,0
CJ McCollum,Lehigh,Patriot,2013,-3.01,12,11,31,23.9,4,1,5,2.9,1.4,0.3,2.7,1.8,8,16.2,0.495,5.2,6.1,0.8490000000000001,5.3,10.8,0.485,2.8,5.3,0.516,0.5802469135802469,4,1
Michael Carter-Williams,Syracuse,Big East,2012,8.02,26,0,10.3,2.7,1.1,0.3,1.5,2.1,0.8,0.3,0.6,1,1,2.2,0.431,0.5,0.9,0.565,0.7,1.5,0.45,0.3,0.7,0.389,0.5227272727272726,1,0
Michael Carter-Williams,Syracuse,Big East,2013,8.57,40,40,35.2,11.9,3.7,1.3,5,7.3,2.7,0.5,3.5,2.3,3.9,9.9,0.393,3.2,4.7,0.6940000000000001,3,6.9,0.436,0.9,3,0.294,0.43939393939393934,2,1
Steven Adams,Pitt,Big East,2013,5.63,32,32,23.4,7.2,3.5,2.8,6.3,0.6,0.7,2,1.1,1.6,3.1,5.5,0.5710000000000001,1,2.2,0.443,3.1,5.5,0.5710000000000001,0,0,0,0.5636363636363636,1,1
Kelly Olynyk,Gonzaga,WCC,2010,3.83,34,0,12.3,3.8,1.8,0.9,2.7,0.8,0.5,0.1,0.6,2,1.4,2.9,0.5,0.8,1.4,0.596,1.3,2.4,0.563,0.1,0.5,0.222,0.5,1,0
Kelly Olynyk,Gonzaga,WCC,2011,4,35,4,13.5,5.8,2.5,1.3,3.8,0.7,0.3,0.1,1.2,1.6,2.1,3.7,0.574,1.2,1.9,0.618,1.8,2.9,0.608,0.3,0.8,0.444,0.6081081081081081,2,0
Kelly Olynyk,Gonzaga,WCC,2013,4.18,32,27,26.4,17.8,4.9,2.4,7.3,1.7,0.7,1.1,2.4,2.3,6.7,10.7,0.629,4.1,5.3,0.7759999999999999,6.4,9.8,0.66,0.3,0.9,0.3,0.6401869158878506,3,1
Shabazz Muhammad,UCLA,Pac-10,2013,7.82,32,30,30.8,17.9,2.5,2.7,5.2,0.8,0.7,0.1,1.6,1.7,6.3,14.3,0.443,4,5.6,0.711,5.1,10.9,0.463,1.3,3.3,0.377,0.486013986013986,1,1
Shane Larkin,Miami (FL),ACC,2012,6.17,32,19,25.6,7.4,1.9,0.6,2.5,2.5,1.6,0.1,1.9,1.6,2.3,6.3,0.36,1.9,2.2,0.857,1.3,3.3,0.394,1,3.1,0.32299999999999995,0.4444444444444444,1,0
Shane Larkin,Miami (FL),ACC,2013,7.88,36,35,36.4,14.5,3.4,0.5,3.8,4.6,2,0.1,2.3,1.6,5.1,10.6,0.479,2.4,3.1,0.777,3.2,5.9,0.5379999999999999,1.9,4.7,0.406,0.5707547169811321,2,1
Tony Snell,New Mexico,MWC,2011,4.9,34,7,17.5,4.4,1.4,0.5,1.9,0.9,0.2,0.2,0.9,1.1,1.4,3.8,0.364,0.7,1,0.735,0.5,1.3,0.4,0.9,2.5,0.345,0.4868421052631579,1,0
Tony Snell,New Mexico,MWC,2012,3.34,35,34,25.6,10.5,2.4,0.3,2.7,2.3,0.5,0.4,1.5,1.1,3.4,7.7,0.448,1.5,1.9,0.831,1.4,2.3,0.585,2.1,5.3,0.387,0.577922077922078,2,0
Tony Snell,New Mexico,MWC,2013,6.63,35,35,31.2,12.5,2.2,0.4,2.6,2.9,0.8,0.5,2.1,1.3,4.1,9.7,0.422,2.5,2.9,0.843,2.3,5.1,0.452,1.8,4.7,0.39,0.5154639175257733,3,1
Gorgui Dieng,Louisville,Big East,2011,8.2,29,9,15.6,5.7,2.6,1.8,4.4,0.7,0.4,1.9,0.9,2.2,2.3,3.8,0.618,1,1.8,0.5379999999999999,2.3,3.8,0.624,0,0,0,0.6052631578947368,1,0
Gorgui Dieng,Louisville,Big East,2012,9.02,40,40,32.8,9.1,5.6,3.5,9.1,1.1,1.2,3.2,2,3.3,3.6,6.9,0.525,1.8,2.7,0.6759999999999999,3.6,6.9,0.526,0,0.1,0.5,0.5217391304347826,2,0
Gorgui Dieng,Louisville,Big East,2013,9.13,33,32,31.1,9.8,6,3.4,9.4,2,1.3,2.5,1.8,2.6,3.8,7.1,0.534,2.2,3.4,0.652,3.8,7.1,0.534,0,0,0,0.5352112676056338,3,1
Mason Plumlee,Duke,ACC,2010,9.21,34,1,14.1,3.7,1.9,1.1,3.1,0.9,0.5,0.9,0.9,2.1,1.4,3.1,0.462,0.7,1.4,0.5429999999999999,1.4,2.9,0.48,0.1,0.2,0.25,0.46774193548387094,1,0
Mason Plumlee,Duke,ACC,2011,8.31,37,31,25.9,7.2,5.8,2.6,8.5,1.5,0.9,1.7,2,2.6,3,5.1,0.589,1.1,2.5,0.441,3,5.1,0.596,0,0.1,0,0.5882352941176471,2,0
Mason Plumlee,Duke,ACC,2012,8.4,34,31,28.4,11.1,6.3,2.9,9.2,1.6,0.8,1.6,2.2,2.5,4.2,7.4,0.5720000000000001,2.7,5.2,0.528,4.2,7.4,0.5720000000000001,0,0,0,0.5675675675675675,3,0
Mason Plumlee,Duke,ACC,2013,9.54,36,36,34.7,17.1,7.2,2.7,9.9,1.9,1,1.4,2.9,2.6,6.1,10.3,0.599,4.8,7.1,0.6809999999999999,6.1,10.3,0.599,0,0,0,0.5922330097087378,4,1
Solomon Hill,Arizona,Pac-10,2010,8.1,31,21,25.3,6.7,2.8,1.5,4.4,1.7,0.6,0.1,2,2.8,2.4,4.9,0.49,1.8,2.5,0.705,2.3,4.3,0.526,0.1,0.6,0.222,0.4999999999999999,1,0
Solomon Hill,Arizona,Pac-10,2011,7.99,38,38,25.2,8,3,1.7,4.7,1.7,0.8,0.2,1.7,2.3,2.7,5.6,0.486,2.1,2.6,0.78,2.3,4.4,0.524,0.4,1.3,0.354,0.5178571428571429,2,0
Solomon Hill,Arizona,Pac-10,2012,4.62,35,35,32.4,12.9,5.6,2.2,7.7,2.6,1,0.5,2.5,2.6,4.3,8.6,0.5,3.2,4.5,0.7240000000000001,3.3,5.9,0.551,1.1,2.7,0.389,0.563953488372093,3,0
Solomon Hill,Arizona,Pac-10,2013,7.47,35,35,33,13.4,3.6,1.7,5.3,2.7,1.1,0.6,2.2,2.2,4.5,9.9,0.458,2.7,3.5,0.7659999999999999,2.9,5.7,0.508,1.6,4.2,0.39,0.5353535353535354,4,1
Andre Roberson,Colorado,Big 12,2011,5.61,38,0,22.3,6.7,5,2.8,7.8,0.9,1.3,1.1,1.2,2.9,2.7,4.6,0.58,1.1,2,0.5529999999999999,2.3,3.7,0.64,0.3,0.9,0.343,0.6195652173913044,1,0
Andre Roberson,Colorado,Big 12,2012,5.73,36,35,30.2,11.6,8.1,3.1,11.1,1.2,1.3,1.9,1.8,2.4,4.1,8.1,0.51,2.8,4.6,0.614,3.6,6.7,0.537,0.5,1.4,0.38,0.537037037037037,2,0
Andre Roberson,Colorado,Big 12,2013,7.95,31,30,33.4,10.9,8.2,3,11.2,1.4,2.2,1.3,2.4,2.5,4.3,8.9,0.48,1.7,3.2,0.551,3.6,7,0.521,0.6,1.9,0.328,0.5168539325842696,3,1
Archie Goodwin,Kentucky,SEC,2013,5.78,33,33,31.8,14.1,3.2,1.5,4.6,2.7,1.1,0.5,3.1,2.9,4.8,10.8,0.44,4.1,6.4,0.637,4.2,8.9,0.478,0.5,1.9,0.266,0.46759259259259256,1,1
Allen Crabbe,California,Pac-10,2011,9.17,31,31,33.8,13.4,4.7,0.6,5.3,2,0.9,0.5,1.5,1.5,4.5,10.1,0.446,2.4,3,0.804,2.5,5.1,0.49,2,5,0.4,0.5445544554455446,1,0
Allen Crabbe,California,Pac-10,2012,4.53,34,33,34.1,15.2,4.8,0.9,5.7,2.1,0.5,0.6,1.6,1.4,5.3,12.2,0.431,2.2,2.6,0.843,2.8,6.1,0.464,2.4,6.1,0.399,0.5327868852459017,2,0
Allen Crabbe,California,Pac-10,2013,7.77,33,33,36.2,18.4,5.1,1,6.1,2.6,1.1,0.7,2.5,2.1,6.5,14.2,0.459,3.4,4.2,0.813,4.6,8.6,0.532,1.9,5.6,0.348,0.5246478873239437,3,1
Carrick Felix,Arizona State,Pac-10,2011,7.2,30,8,14.5,4.6,1,0.6,1.6,1,0.5,0.4,0.8,1.5,1.7,4.3,0.391,1,1.3,0.75,1.4,2.8,0.488,0.3,1.5,0.205,0.43023255813953487,1,0
Carrick Felix,Arizona State,Pac-10,2012,4.31,29,27,32.9,10.5,2.9,1.1,4,1.3,1.1,0.8,2.3,2.6,3.5,8.3,0.421,2.2,2.9,0.741,2.2,4.2,0.529,1.3,4.2,0.314,0.5,2,0
Carrick Felix,Arizona State,Pac-10,2013,4.6,35,34,35.3,14.6,6.1,2.1,8.1,1.6,1.4,1.1,2,3,5.4,10.8,0.5,2.3,3.5,0.664,3.9,6.8,0.573,1.5,4,0.374,0.5694444444444444,3,1
Isaiah Canaan,Murray State,OVC,2010,-3.89,36,0,20.4,10.4,1.9,0.3,2.3,1.6,0.9,0,1.7,1.9,3.4,6.8,0.498,2.1,2.8,0.778,1.9,3.6,0.511,1.5,3.1,0.482,0.6102941176470589,1,0
Isaiah Canaan,Murray State,OVC,2011,-4.85,32,20,28.1,11.7,1.4,0.5,1.9,2.4,1.1,0.1,2,1.8,3.5,8.4,0.416,2.9,3.9,0.7440000000000001,1.7,3.9,0.4320000000000001,1.8,4.5,0.403,0.5238095238095238,2,0
Isaiah Canaan,Murray State,OVC,2012,-2.59,33,33,33.7,19,2.6,0.8,3.5,3.6,1.4,0.1,2.7,1.7,5.7,12.1,0.468,4.7,5.6,0.8370000000000001,2.7,5.6,0.481,3,6.5,0.456,0.5950413223140496,3,0
Isaiah Canaan,Murray State,OVC,2013,-2.89,31,30,36.5,21.8,2.9,0.6,3.5,4.3,1.5,0.1,3.2,1.9,6.9,16.1,0.431,4.9,6,0.8220000000000001,3.9,7.9,0.494,3,8.2,0.37,0.5217391304347826,4,1
Nate Wolters,South Dakota State,Summit,2010,-5.04,29,11,24.2,10.1,2.8,0.7,3.5,2.9,1.2,0.3,2.1,1.8,2.8,7.2,0.381,3.9,4.7,0.831,2.1,5.4,0.389,0.7,1.8,0.358,0.4375,1,0
Nate Wolters,South Dakota State,Summit,2011,-4.04,31,31,33.2,19.5,3.5,1,4.6,6.1,1.3,0.2,2.2,2,6.5,14.5,0.448,5.2,6.5,0.7959999999999999,5.1,11.2,0.46,1.4,3.3,0.408,0.496551724137931,2,0
Nate Wolters,South Dakota State,Summit,2012,-1.87,34,34,35.8,21.2,4.2,0.9,5.1,5.9,1.7,0.1,2.2,1.9,7.4,16.4,0.448,5.5,7.1,0.7829999999999999,6.4,12.4,0.515,1,4,0.241,0.48170731707317077,3,0
Nate Wolters,South Dakota State,Summit,2013,-3.27,33,33,38.1,22.3,4.5,1.1,5.6,5.8,1.7,0.1,2.3,1.5,7.3,15.1,0.485,5.7,7,0.813,5.4,10,0.539,1.9,5.1,0.379,0.5463576158940397,4,1
Jeff Withey,Kansas,Big 12,2010,8.25,15,0,3,1.3,1.1,0.3,1.4,0,0.1,0.4,0.2,0.5,0.5,0.9,0.5379999999999999,0.3,0.6,0.556,0.5,0.9,0.5379999999999999,0,0,0,0.5555555555555556,1,0
Jeff Withey,Kansas,Big 12,2011,7.62,26,1,6.2,2.3,1,0.8,1.8,0.2,0.2,0.7,0.5,1,0.8,1.3,0.647,0.7,1.3,0.515,0.8,1.3,0.647,0,0,0,0.6153846153846154,2,0
Jeff Withey,Kansas,Big 12,2012,9.93,39,39,24.8,9,4.2,2.1,6.3,0.7,0.6,3.6,1.3,2.5,2.9,5.4,0.536,3.2,4,0.795,2.9,5.4,0.536,0,0,0,0.537037037037037,3,0
Jeff Withey,Kansas,Big 12,2013,7.54,37,36,30.9,13.7,6.4,2.1,8.5,0.9,0.8,3.9,2,2.1,5,8.6,0.5820000000000001,3.7,5.2,0.7140000000000001,5,8.6,0.58,0,0,1,0.5813953488372093,4,1
Grant Jerrett,Arizona,Pac-10,2013,7.47,34,2,17.8,5.2,2.5,1.1,3.6,0.5,0.5,1,0.6,1.3,1.9,4.5,0.409,0.5,0.6,0.818,0.9,2.2,0.413,0.9,2.3,0.405,0.5222222222222223,1,1
Jamaal Franklin,San Diego State,MWC,2011,6.36,21,0,8.1,3,1.2,0.7,1.9,0.5,0.2,0.2,0.6,0.9,1.1,2.3,0.5,0.4,0.8,0.529,0.8,1.3,0.63,0.3,1,0.333,0.5434782608695653,1,0
Jamaal Franklin,San Diego State,MWC,2012,3.79,32,22,30.3,17.4,6.1,1.8,7.9,1.5,1,0.6,3,2.5,5.4,12.5,0.433,5,6.3,0.8,3.8,7.6,0.502,1.6,4.9,0.325,0.496,2,0
Jamaal Franklin,San Diego State,MWC,2013,6.19,32,32,33.1,16.9,7.8,1.8,9.5,3.3,1.6,0.8,3.4,2.6,5.2,12.5,0.411,5.3,6.8,0.7809999999999999,3.9,7.9,0.4920000000000001,1.3,4.6,0.272,0.468,3,1
Pierre Jackson,Baylor,Big 12,2012,8.03,38,20,30.8,13.8,2,0.9,2.9,5.9,1.8,0.1,3.5,2.3,4.6,9.9,0.46,2.8,3.4,0.8220000000000001,2.8,5.5,0.502,1.8,4.4,0.408,0.5555555555555556,1,0
Pierre Jackson,Baylor,Big 12,2013,7.13,36,35,34.8,19.8,3.1,0.7,3.8,7.1,1.5,0,3.4,2.2,6,14.1,0.4270000000000001,5.3,6.7,0.8,3.6,7.3,0.49,2.4,6.8,0.359,0.5106382978723405,2,1
Mike Muscala,Bucknell,Patriot,2010,-6.84,30,16,24.8,9.9,3.3,1.6,4.9,0.8,0.3,2.2,1,2,3.9,8.4,0.462,1.9,2.4,0.8059999999999999,3.7,7.7,0.476,0.2,0.7,0.3,0.47619047619047616,1,0
Mike Muscala,Bucknell,Patriot,2011,-3.87,34,33,27.8,14.9,5.6,1.7,7.3,1.4,0.4,2,1.7,2.6,5.5,10.6,0.517,3.8,4.6,0.816,5.4,10.3,0.521,0.1,0.3,0.364,0.5235849056603774,2,0
Mike Muscala,Bucknell,Patriot,2012,-3.08,35,35,29.9,17,6.3,2.8,9.1,1.8,0.5,1.7,2.1,2.5,5.5,11,0.503,5.8,6.8,0.853,5.3,10.4,0.511,0.2,0.6,0.35,0.509090909090909,3,0
Mike Muscala,Bucknell,Patriot,2013,-1.96,34,34,31.7,18.7,8.2,2.9,11.1,2.3,0.5,2.4,1.7,2.2,6.7,13.1,0.509,5.3,6.7,0.789,6.6,12.6,0.519,0.1,0.5,0.25,0.5152671755725191,4,1
Erick Green,Virginia Tech,ACC,2010,5.13,34,1,12.4,2.6,0.7,0.2,0.9,0.9,0.5,0.2,0.7,1.1,0.9,2.9,0.293,0.6,0.8,0.679,0.5,1.7,0.305,0.3,1.2,0.275,0.3620689655172414,1,0
Erick Green,Virginia Tech,ACC,2011,6.29,32,26,30.9,11.6,1.7,0.6,2.3,2.7,1.8,0.3,1.2,2.3,4.1,10,0.414,2.5,3.2,0.777,3.3,6.7,0.495,0.8,3.3,0.248,0.45,2,0
Erick Green,Virginia Tech,ACC,2012,6.21,31,30,34.5,15.6,2.7,0.6,3.3,2.8,1.3,0.1,1.5,1.7,5.5,12.5,0.438,3.3,3.9,0.828,4.1,8.9,0.464,1.4,3.6,0.375,0.496,3,0
Erick Green,Virginia Tech,ACC,2013,6.27,32,32,36.4,25,3.5,0.5,4,3.8,1.3,0.2,2.2,1.4,8.2,17.2,0.475,6.8,8.3,0.816,6.3,12.3,0.509,1.9,4.9,0.389,0.5319767441860465,4,1
Erik Murphy,Florida,SEC,2010,7.16,33,0,9.1,3.5,1.4,1,2.4,0.2,0.4,0.2,0.6,1.5,1.5,2.4,0.6,0.6,0.9,0.633,1.5,2.4,0.6,0,0,0,0.625,1,0
Erik Murphy,Florida,SEC,2011,7.57,33,1,10.8,4.3,1.5,0.8,2.3,0.2,0.2,0.5,0.7,1.7,1.6,3.2,0.514,0.6,0.8,0.75,1.3,2.3,0.56,0.4,0.9,0.4,0.5625,2,0
Erik Murphy,Florida,SEC,2012,7.33,34,32,25.9,10.5,3.3,1.2,4.5,0.9,0.5,1.1,1.3,2.6,3.9,7.9,0.485,1,1.3,0.8140000000000001,2.1,3.8,0.5539999999999999,1.7,4.1,0.421,0.6012658227848101,3,0
Erik Murphy,Florida,SEC,2013,6.83,36,34,26.4,12.2,3.9,1.6,5.5,1.4,0.6,0.7,1.4,2.8,4.6,8.8,0.516,1.1,1.4,0.784,2.6,4.4,0.579,2,4.4,0.453,0.6363636363636362,4,1
James Ennis,Long Beach State,Big West,2012,0.87,34,34,29,10,2.9,1.2,4.1,2.6,1.6,0.8,2,2.5,3.4,6.9,0.498,1.9,2.6,0.711,2.2,3.3,0.6609999999999999,1.3,3.6,0.35,0.5869565217391304,1,0
James Ennis,Long Beach State,Big West,2013,1.92,33,32,33.1,16.5,4.7,2,6.7,2.1,1.8,1.3,3,2.3,5.5,11.2,0.491,3.8,4.6,0.8340000000000001,3.8,6.6,0.585,1.7,4.7,0.35700000000000004,0.5669642857142857,2,1
Romero Osby,Mississippi State,SEC,2009,4.62,36,0,12.6,4.1,1.8,0.8,2.6,0.3,0.2,0.3,0.8,1.5,1.4,3.3,0.4320000000000001,1.1,1.6,0.672,1.2,2.5,0.478,0.2,0.8,0.28600000000000003,0.4545454545454546,1,0
Romero Osby,Mississippi State,SEC,2010,4.6,35,3,13.1,4.3,1.6,1,2.5,0.6,0.2,0.3,1,0.9,1.6,3.4,0.462,0.7,1.2,0.634,1.1,2.3,0.488,0.5,1.1,0.41,0.5441176470588236,2,0
Romero Osby,Oklahoma,Big 12,2012,6.67,31,31,30.2,12.9,4.7,2.6,7.3,0.9,0.6,1,1.8,2.5,4.7,9.7,0.49,3.2,4.4,0.715,4.5,9.1,0.496,0.2,0.6,0.389,0.4948453608247423,3,0
Romero Osby,Oklahoma,Big 12,2013,7.09,32,31,28.5,16,5,2.1,7,1.3,0.6,0.8,1.3,2.4,5.4,10.3,0.526,4.8,6.1,0.794,5.2,9.8,0.525,0.3,0.5,0.529,0.5388349514563107,4,1
Lorenzo Brown,NC State,ACC,2011,6.8,31,26,28.8,9.3,2.9,0.8,3.7,3.7,1.3,0.4,2.3,2.2,3.4,8.2,0.413,2,2.8,0.713,2.8,6.4,0.447,0.5,1.8,0.298,0.4451219512195122,1,0
Lorenzo Brown,NC State,ACC,2012,6.8,37,37,34.3,12.7,3.8,0.8,4.5,6.3,1.8,0.5,3.2,1.6,4.5,9.9,0.45,3.1,4.2,0.7290000000000001,3.7,7.8,0.476,0.7,2.1,0.35100000000000003,0.48989898989898983,2,0
Lorenzo Brown,NC State,ACC,2013,7.17,33,32,34.2,12.4,3.7,0.7,4.3,7.2,2,0.6,3.5,2,4.2,10.1,0.419,3.3,4.2,0.7709999999999999,3.6,7.8,0.465,0.6,2.3,0.263,0.44554455445544555,3,1
Colton Iverson,Minnesota,Big Ten,2009,7.19,32,27,17.7,5.4,2,1.5,3.6,0.6,0.4,1.3,1.4,2.1,2.2,3.6,0.603,1.1,2.1,0.507,2.2,3.6,0.603,0,0,0,0.6111111111111112,1,0
Colton Iverson,Minnesota,Big Ten,2010,7.32,35,4,16.9,5,3,1.4,4.4,0.6,0.3,0.9,1.3,1.9,1.9,4,0.482,1.1,2.2,0.526,1.9,4,0.482,0,0,0,0.475,2,0
Colton Iverson,Minnesota,Big Ten,2011,9.79,31,11,18.3,5.4,3,2,5,1.1,0.5,0.6,1.5,2.3,1.9,4.2,0.446,1.6,2.9,0.573,1.9,4.2,0.446,0,0,0,0.45238095238095233,3,0
Colton Iverson,Colorado State,MWC,2013,5.89,35,35,29.5,14.2,6.4,3.3,9.8,1.3,0.6,0.7,2,2.6,5.2,8.8,0.596,3.7,6.3,0.59,5.2,8.8,0.596,0,0,0,0.5909090909090908,4,1
Arsalan Kazemi,Rice,CUSA,2010,1.15,30,21,27.9,10.3,5.8,3.3,9.1,1.2,1.6,0.9,1.9,2.7,3.5,6.6,0.53,3.3,5.5,0.61,3.5,6.6,0.53,0,0,0,0.5303030303030303,1,0
Arsalan Kazemi,Rice,CUSA,2011,2.67,32,30,29.8,15.2,7.2,3.8,11,1.3,1.2,0.8,1.8,2.7,4.6,8.7,0.525,6.1,8.5,0.72,4.6,8.7,0.525,0,0,0,0.5287356321839081,2,0
Arsalan Kazemi,Rice,CUSA,2012,1.1,33,32,29.4,12.1,7.7,2.6,10.3,2.1,2.1,1,2,2.6,4.1,6.9,0.594,3.8,5.6,0.6809999999999999,4.1,6.9,0.596,0,0,0,0.5942028985507245,3,0
Arsalan Kazemi,Oregon,Pac-12,2013,5.77,35,27,29,9.4,7.2,2.8,10,1.4,2,0.7,1.5,1.9,3.2,5.4,0.595,2.9,4.3,0.675,3.2,5.4,0.598,0,0,0,0.5925925925925926,4,1
Peyton Siva,Louisville,Big East,2010,7.99,31,0,11.3,3.9,0.7,0.2,0.8,1.8,1,0.1,1.5,2.1,1.2,2.8,0.4320000000000001,0.8,1.3,0.61,0.6,1.3,0.463,0.6,1.5,0.404,0.5357142857142857,1,0
Peyton Siva,Louisville,Big East,2011,8.2,35,35,27.9,9.9,2.8,0.3,3.1,5.2,2,0.2,2.9,2.7,3.3,7.3,0.445,2.7,3.9,0.6809999999999999,2.5,4.7,0.5429999999999999,0.7,2.6,0.272,0.5,2,0
Peyton Siva,Louisville,Big East,2012,9.02,38,38,31.7,9.1,2.7,0.5,3.2,5.6,1.7,0.1,3.4,3,3.2,7.9,0.402,2.3,3.1,0.7390000000000001,2.7,6.1,0.448,0.4,1.8,0.246,0.43037974683544306,3,0
Peyton Siva,Louisville,Big East,2013,9.13,40,40,31.2,10,2.1,0.3,2.4,5.7,2.3,0.2,2.7,2.6,3.5,8.6,0.404,2.1,2.5,0.867,2.5,5.3,0.476,1,3.3,0.28800000000000003,0.46511627906976744,4,1
Alex Oriakhi,UConn,Big East,2010,9.15,34,29,24.6,5,4.3,2.3,6.6,0.4,0.4,1.6,1,2.7,1.9,4,0.46,1.3,2.4,0.5379999999999999,1.9,4,0.463,0,0,0,0.475,1,0
Alex Oriakhi,UConn,Big East,2011,10.44,41,39,29.1,9.6,5,3.7,8.7,0.4,0.4,1.6,1.1,2.5,3.7,7.4,0.507,2.1,3.4,0.63,3.7,7.4,0.507,0,0,0,0.5,2,0
Alex Oriakhi,UConn,Big East,2012,8.07,34,28,21.5,6.7,3.1,1.7,4.8,0.3,0.1,1.3,1.2,1.8,2.7,5.5,0.495,1.2,2.1,0.569,2.7,5.5,0.495,0,0,0,0.49090909090909096,3,0
Alex Oriakhi,Missouri,Big 12,2013,6,34,34,25.8,11.2,5.3,3.1,8.4,0.4,0.6,1.6,1.4,2.3,4.1,6.4,0.639,3.1,4.2,0.746,4.1,6.4,0.639,0,0,0,0.6406249999999999,4,1
Deshaun Thomas,Ohio State,Big Ten,2011,8.38,37,1,14,7.5,1.9,1.7,3.5,0.5,0.4,0.2,0.8,1.1,2.8,5.9,0.479,1.3,1.6,0.797,2.3,4.2,0.542,0.6,1.7,0.328,0.5254237288135593,1,0
Deshaun Thomas,Ohio State,Big Ten,2012,9.07,39,39,31.4,15.9,2.8,2.6,5.4,0.9,0.4,0.2,1.2,1.7,6.2,12,0.52,2.1,2.8,0.755,4.9,8.3,0.599,1.3,3.7,0.345,0.5708333333333334,2,0
Deshaun Thomas,Ohio State,Big Ten,2013,9.32,37,37,35.4,19.8,4.2,1.7,5.9,1.3,0.5,0.3,1.4,1.5,7,15.8,0.444,3.8,4.6,0.8340000000000001,5.1,10.1,0.5,1.9,5.6,0.344,0.5031645569620253,3,1
Andrew Wiggins,Kansas,Big 12,2014,11.4,35,35,32.8,17.1,3.7,2.2,5.9,1.5,1.2,1,2.3,2.7,5.4,12.1,0.448,5,6.5,0.775,4.2,8.5,0.493,1.2,3.6,0.341,0.49586776859504134,1,1
Jabari Parker,Duke,ACC,2014,8.48,35,35,30.7,19.1,5.7,3,8.7,1.2,1.1,1.2,2.3,2.4,6.7,14.3,0.473,4.6,6.1,0.748,5.7,11.2,0.504,1.1,3,0.358,0.506993006993007,1,1
Joel Embiid,Kansas,Big 12,2014,11.4,28,20,23.1,11.2,5.8,2.3,8.1,1.4,0.9,2.6,2.4,3.4,3.8,6.1,0.626,3.5,5.1,0.685,3.8,5.9,0.639,0,0.2,0.2,0.6229508196721312,1,1
