player,salary,season_end,season_start,team,team_name,salary_proportion,salary_scale,age
Jeremy Richardson,253499,2008,2007,ATL,Atlanta Hawks,0.00014667562212723558,1.4667562212723557,23
Mike Bibby,14983603,2009,2008,ATL,Atlanta Hawks,0.007652768602693306,76.52768602693305,30
Joe Johnson,14232567,2009,2008,ATL,Atlanta Hawks,0.0072691823103781415,72.69182310378142,27
Josh Smith,10000000,2009,2008,ATL,Atlanta Hawks,0.0051074288358369515,51.074288358369515,23
Speedy Claxton,5757818,2009,2008,ATL,Atlanta Hawks,0.0029407645684701045,29.407645684701045,30
Marvin Williams,5636143,2009,2008,ATL,Atlanta Hawks,0.0028786199281100587,28.786199281100586,22
Al Horford,4026720,2009,2008,ATL,Atlanta Hawks,0.002056618584184137,20.56618584184137,22
Zaza Pachulia,4000000,2009,2008,ATL,Atlanta Hawks,0.0020429715343347806,20.429715343347805,24
Maurice Evans,2500000,2009,2008,ATL,Atlanta Hawks,0.0012768572089592379,12.768572089592379,30
Acie Law,2071680,2009,2008,ATL,Atlanta Hawks,0.0010580958170626697,10.580958170626698,23
Ronald Murray,1500000,2009,2008,ATL,Atlanta Hawks,0.0007661143253755427,7.661143253755427,29
Solomon Jones,797581,2009,2008,ATL,Atlanta Hawks,0.0004073588198315672,4.073588198315672,24
Randolph Morris,797581,2009,2008,ATL,Atlanta Hawks,0.0004073588198315672,4.073588198315672,22
Thomas Gardner,711517,2009,2008,ATL,Atlanta Hawks,0.00036340224429882,3.6340224429882,23
Mario West,711517,2009,2008,ATL,Atlanta Hawks,0.00036340224429882,3.6340224429882,24
Othello Hunter,442114,2009,2008,ATL,Atlanta Hawks,0.00022580657923272182,2.2580657923272183,22
Joe Johnson,14976754,2010,2009,ATL,Atlanta Hawks,0.007326777288731699,73.267772887317,28
Josh Smith,10800000,2010,2009,ATL,Atlanta Hawks,0.005283467613763459,52.834676137634595,24
Jamal Crawford,9360000,2010,2009,ATL,Atlanta Hawks,0.004579005265261665,45.790052652616644,29
Marvin Williams,7500000,2010,2009,ATL,Atlanta Hawks,0.0036690747317801803,36.6907473178018,23
Mike Bibby,6217617,2010,2009,ATL,Atlanta Hawks,0.003041720190211585,30.417201902115853,31
Zaza Pachulia,4750000,2010,2009,ATL,Atlanta Hawks,0.0023237473301274477,23.237473301274477,25
Al Horford,4307640,2010,2009,ATL,Atlanta Hawks,0.00210734041034741,21.0734041034741,23
Maurice Evans,2500000,2010,2009,ATL,Atlanta Hawks,0.0012230249105933935,12.230249105933936,31
Jeff Teague,1373880,2010,2009,ATL,Atlanta Hawks,0.0006721157856664205,6.721157856664205,21
Joe Smith,1306455,2010,2009,ATL,Atlanta Hawks,0.0006391308038277168,6.391308038277168,34
Jason Collins,1181803,2010,2009,ATL,Atlanta Hawks,0.0005781498033656016,5.781498033656016,31
Randolph Morris,855189,2010,2009,ATL,Atlanta Hawks,0.0004183669801061814,4.183669801061814,23
Mario West,446740,2010,2009,ATL,Atlanta Hawks,0.00021854965942339703,2.18549659423397,25
Othello Hunter,307564,2010,2009,ATL,Atlanta Hawks,0.00015046337344069857,1.5046337344069858,23
Joe Johnson,16324500,2011,2010,ATL,Atlanta Hawks,0.009266729125558181,92.66729125558182,29
Josh Smith,11600000,2011,2010,ATL,Atlanta Hawks,0.006584830031944311,65.84830031944311,25
Jamal Crawford,10800000,2011,2010,ATL,Atlanta Hawks,0.0061307038228447025,61.30703822844703,30
Kirk Hinrich,9000000,2011,2010,ATL,Atlanta Hawks,0.0051089198523705855,51.08919852370585,29
Marvin Williams,6712500,2011,2010,ATL,Atlanta Hawks,0.003810402723226395,38.10402723226395,24
Al Horford,5444857,2011,2010,ATL,Atlanta Hawks,0.0030908153356243276,30.908153356243275,24
Zaza Pachulia,4251250,2011,2010,ATL,Atlanta Hawks,0.0024132550580433835,24.132550580433836,26
Jeff Teague,1476840,2011,2010,ATL,Atlanta Hawks,0.0008383396883083306,8.383396883083305,22
Jason Collins,1352181,2011,2010,ATL,Atlanta Hawks,0.0007675760394331456,7.675760394331456,32
Etan Thomas,1223166,2011,2010,ATL,Atlanta Hawks,0.0006943396733494133,6.943396733494133,32
Josh Powell,1069609,2011,2010,ATL,Atlanta Hawks,0.0006071718504860277,6.071718504860278,27
Hilton Armstrong,992680,2011,2010,ATL,Atlanta Hawks,0.0005635025065612481,5.635025065612481,26
Damien Wilkins,748656,2011,2010,ATL,Atlanta Hawks,0.0004249803889995948,4.249803889995948,30
Pape Sy,473604,2011,2010,ATL,Atlanta Hawks,0.0002688449864180132,2.688449864180132,22
Joe Johnson,18038573,2012,2011,ATL,Atlanta Hawks,0.009251760220589874,92.51760220589874,30
Josh Smith,12400000,2012,2011,ATL,Atlanta Hawks,0.006359806107462849,63.5980610746285,26
Al Horford,12000000,2012,2011,ATL,Atlanta Hawks,0.006154651071738241,61.54651071738241,25
Kirk Hinrich,8100000,2012,2011,ATL,Atlanta Hawks,0.004154389473423312,41.54389473423312,30
Marvin Williams,7500000,2012,2011,ATL,Atlanta Hawks,0.0038466569198364006,38.466569198364006,25
Zaza Pachulia,4750000,2012,2011,ATL,Atlanta Hawks,0.0024362160492297203,24.362160492297203,27
Jeff Teague,1579920,2012,2011,ATL,Atlanta Hawks,0.0008103213601050568,8.103213601050568,23
Jerry Stackhouse,1352181,2012,2011,ATL,Atlanta Hawks,0.0006935168534028405,6.9351685340284055,37
Vladimir Radmanovic,1352181,2012,2011,ATL,Atlanta Hawks,0.0006935168534028405,6.9351685340284055,31
Tracy McGrady,1352181,2012,2011,ATL,Atlanta Hawks,0.0006935168534028405,6.9351685340284055,32
Jason Collins,1352181,2012,2011,ATL,Atlanta Hawks,0.0006935168534028405,6.9351685340284055,33
Willie Green,1223166,2012,2011,ATL,Atlanta Hawks,0.0006273466610678147,6.273466610678147,30
Jannero Pargo,1223166,2012,2011,ATL,Atlanta Hawks,0.0006273466610678147,6.273466610678147,32
Erick Dampier,850522,2012,2011,ATL,Atlanta Hawks,0.00043622217823641266,4.362221782364126,36
Ivan Johnson,473604,2012,2011,ATL,Atlanta Hawks,0.00024290561384829315,2.4290561384829314,27
Donald Sloan,122237,2012,2011,ATL,Atlanta Hawks,6.269384025467228e-05,0.6269384025467228,23
Josh Smith,13200000,2013,2012,ATL,Atlanta Hawks,0.00711289027823418,71.1289027823418,27
Al Horford,12000000,2013,2012,ATL,Atlanta Hawks,0.0064662638893038,64.662638893038,26
Devin Harris,8500000,2013,2012,ATL,Atlanta Hawks,0.004580270254923525,45.80270254923525,29
Zaza Pachulia,5248750,2013,2012,ATL,Atlanta Hawks,0.0028283168824152767,28.283168824152767,28
Kyle Korver,5000000,2013,2012,ATL,Atlanta Hawks,0.00269427662054325,26.9427662054325,31
Johan Petro,3500000,2013,2012,ATL,Atlanta Hawks,0.001885993634380275,18.85993634380275,26
Dahntay Jones,2900000,2013,2012,ATL,Atlanta Hawks,0.001562680439915085,15.62680439915085,32
Jeff Teague,2433077,2013,2012,ATL,Atlanta Hawks,0.0013110764954163017,13.110764954163017,24
DeShawn Stevenson,2240450,2013,2012,ATL,Atlanta Hawks,0.0012072784108992248,12.072784108992249,31
Jordan Farmar,1500000,2013,2012,ATL,Atlanta Hawks,0.000808282986162975,8.08282986162975,26
John Jenkins,1204560,2013,2012,ATL,Atlanta Hawks,0.0006490835692083154,6.490835692083154,21
Ivan Johnson,962195,2013,2012,ATL,Atlanta Hawks,0.0005184838985807224,5.184838985807224,28
Anthony Tolliver,915852,2013,2012,ATL,Atlanta Hawks,0.0004935117262955554,4.935117262955553,27
Jeremy Tyler,762195,2013,2012,ATL,Atlanta Hawks,0.0004107128337589925,4.107128337589925,21
Jordan Williams,762195,2013,2012,ATL,Atlanta Hawks,0.0004107128337589925,4.107128337589925,22
Mike Scott,473604,2013,2012,ATL,Atlanta Hawks,0.0002552040369191531,2.552040369191531,24
Jannero Pargo,165487,2013,2012,ATL,Atlanta Hawks,8.917355102076817e-05,0.8917355102076816,33
Al Horford,12000000,2014,2013,ATL,Atlanta Hawks,0.0062019247114134994,62.01924711413499,27
Paul Millsap,9500000,2014,2013,ATL,Atlanta Hawks,0.004909857063202354,49.09857063202354,28
Jeff Teague,8000000,2014,2013,ATL,Atlanta Hawks,0.004134616474275666,41.34616474275666,25
Kyle Korver,6760563,2014,2013,ATL,Atlanta Hawks,0.003494041894397315,34.94041894397315,32
Elton Brand,4000000,2014,2013,ATL,Atlanta Hawks,0.002067308237137833,20.67308237137833,34
DeMarre Carroll,2557545,2014,2013,ATL,Atlanta Hawks,0.00132180846133767,13.2180846133767,27
Gustavo Ayon,1500000,2014,2013,ATL,Atlanta Hawks,0.0007752405889266874,7.752405889266874,28
John Jenkins,1258800,2014,2013,ATL,Atlanta Hawks,0.0006505819022272761,6.505819022272761,22
Jared Cunningham,1208400,2014,2013,ATL,Atlanta Hawks,0.0006245338184393393,6.245338184393393,22
Shelvin Mack,884293,2014,2013,ATL,Atlanta Hawks,0.0004570265507358315,4.5702655073583145,23
Mike Scott,788872,2014,2013,ATL,Atlanta Hawks,0.0004077103959118492,4.077103959118491,25
Jeremy Tyler,100000,2014,2013,ATL,Atlanta Hawks,5.168270592844583e-05,0.5168270592844583,22
Al Horford,12000000,2015,2014,ATL,Atlanta Hawks,0.005903022655688303,59.03022655688303,28
Paul Millsap,9500000,2015,2014,ATL,Atlanta Hawks,0.004673226269086573,46.73226269086573,29
Jeff Teague,8000000,2015,2014,ATL,Atlanta Hawks,0.003935348437125535,39.353484371255355,26
Kyle Korver,6253521,2015,2014,ATL,Atlanta Hawks,0.0030762230117352143,30.762230117352143,33
Thabo Sefolosha,4150000,2015,2014,ATL,Atlanta Hawks,0.0020414620017588717,20.414620017588717,30
Mike Scott,3333333,2015,2014,ATL,Atlanta Hawks,0.0016397283514961215,16.397283514961217,26
DeMarre Carroll,2442455,2015,2014,ATL,Atlanta Hawks,0.0012014889333749313,12.014889333749313,28
Shelvin Mack,2433333,2015,2014,ATL,Atlanta Hawks,0.0011970016523194988,11.970016523194989,24
Kent Bazemore,2000000,2015,2014,ATL,Atlanta Hawks,0.0009838371092813838,9.838371092813839,25
Elton Brand,2000000,2015,2014,ATL,Atlanta Hawks,0.0009838371092813838,9.838371092813839,35
Dennis Schroder,1690680,2015,2014,ATL,Atlanta Hawks,0.000831676861959925,8.31676861959925,21
John Jenkins,1312920,2015,2014,ATL,Atlanta Hawks,0.0006458497087588573,6.458497087588572,23
Pero Antic,1250000,2015,2014,ATL,Atlanta Hawks,0.0006148981933008649,6.148981933008649,32
John Salmons,1000000,2015,2014,ATL,Atlanta Hawks,0.0004919185546406919,4.919185546406919,35
Mike Muscala,816482,2015,2014,ATL,Atlanta Hawks,0.00040164264533014144,4.016426453301414,23
Austin Daye,125104,2015,2014,ATL,Atlanta Hawks,6.154097885976913e-05,0.6154097885976914,26
Jarell Eddie,29843,2015,2014,ATL,Atlanta Hawks,1.468032542614217e-05,0.1468032542614217,23
Cameron Bairstow,19000000,2016,2015,ATL,Atlanta Hawks,0.008076833485219887,80.76833485219888,25
Al Horford,12000000,2016,2015,ATL,Atlanta Hawks,0.005101157990665192,51.01157990665192,29
Tiago Splitter,8500000,2016,2015,ATL,Atlanta Hawks,0.0036133202433878443,36.133202433878445,30
Jeff Teague,8000000,2016,2015,ATL,Atlanta Hawks,0.0034007719937767947,34.007719937767945,27
Kyle Korver,5746479,2016,2015,ATL,Atlanta Hawks,0.00244280810575331,24.4280810575331,34
Thabo Sefolosha,4000000,2016,2015,ATL,Atlanta Hawks,0.0017003859968883974,17.003859968883972,31
Mike Scott,3333333,2016,2015,ATL,Atlanta Hawks,0.001416988189041498,14.169881890414981,27
Kirk Hinrich,2870000,2016,2015,ATL,Atlanta Hawks,0.001220026952767425,12.20026952767425,34
Kent Bazemore,2000000,2016,2015,ATL,Atlanta Hawks,0.0008501929984441987,8.501929984441986,26
Dennis Schroder,1763400,2016,2015,ATL,Atlanta Hawks,0.0007496151667282499,7.4961516672825,22
Tim Hardaway,1304520,2016,2015,ATL,Atlanta Hawks,0.000554546885165213,5.54546885165213,23
Mike Muscala,947276,2016,2015,ATL,Atlanta Hawks,0.0004026837113971134,4.026837113971134,24
Lamar Patterson,525093,2016,2015,ATL,Atlanta Hawks,0.0002232151960660298,2.232151960660298,24
Kris Humphries,388025,2016,2015,ATL,Atlanta Hawks,0.0001649480691106551,1.649480691106551,30
Dwight Howard,23180275,2017,2016,ATL,Atlanta Hawks,0.007837831557119411,78.37831557119411,31
Paul Millsap,20072033,2017,2016,ATL,Atlanta Hawks,0.0067868570870251626,67.86857087025163,31
Kent Bazemore,15730338,2017,2016,ATL,Atlanta Hawks,0.005318821264223769,53.188212642237694,27
Ersan Ilyasova,8400000,2017,2016,ATL,Atlanta Hawks,0.00284025038873797,28.4025038873797,29
Mike Dunleavy,4837500,2017,2016,ATL,Atlanta Hawks,0.0016356799113714203,16.356799113714203,36
Kris Humphries,4000000,2017,2016,ATL,Atlanta Hawks,0.0013525001851133192,13.525001851133192,31
Thabo Sefolosha,3850000,2017,2016,ATL,Atlanta Hawks,0.0013017814281715697,13.017814281715697,32
Dennis Schroder,2708582,2017,2016,ATL,Atlanta Hawks,0.000915839414098651,9.158394140986509,23
Malcolm Delaney,2500000,2017,2016,ATL,Atlanta Hawks,0.0008453126156958244,8.453126156958243,27
Taurean Waller-Prince,2318280,2017,2016,ATL,Atlanta Hawks,0.0007838685322861264,7.838685322861264,22
Tim Hardaway,2281605,2017,2016,ATL,Atlanta Hawks,0.0007714677962138686,7.714677962138686,24
Jarrett Jack,1551659,2017,2016,ATL,Atlanta Hawks,0.0005246547711831869,5.2465477118318695,33
DeAndre' Bembry,1499760,2017,2016,ATL,Atlanta Hawks,0.0005071064194063879,5.0710641940638785,22
Mike Muscala,1015696,2017,2016,ATL,Atlanta Hawks,0.00034343225700471445,3.4343225700471445,25
Edy Tavares,1000000,2017,2016,ATL,Atlanta Hawks,0.0003381250462783298,3.381250462783298,24
Ryan Kelly,418228,2017,2016,ATL,Atlanta Hawks,0.0001414133618548933,1.414133618548933,25
Jose Calderon,392478,2017,2016,ATL,Atlanta Hawks,0.0001327066419132263,1.327066419132263,35
Lamar Patterson,128623,2017,2016,ATL,Atlanta Hawks,4.349065782745761e-05,0.4349065782745761,25
Gary Neal,72193,2017,2016,ATL,Atlanta Hawks,2.441026146597146e-05,0.2441026146597146,32
Matt Costello,50000,2017,2016,ATL,Atlanta Hawks,1.690625231391649e-05,0.1690625231391649,23
Kent Bazemore,16910113,2018,2017,ATL,Atlanta Hawks,0.005059684418006195,50.59684418006195,28
Dennis Schroder,15500000,2018,2017,ATL,Atlanta Hawks,0.004637763714476421,46.377637144764215,24
Miles Plumlee,12500000,2018,2017,ATL,Atlanta Hawks,0.0037401320278035656,37.401320278035655,29
Jamal Crawford,10942762,2018,2017,ATL,Atlanta Hawks,0.003274189970306544,32.74189970306544,37
Marco Belinelli,6606060,2018,2017,ATL,Atlanta Hawks,0.001976602926687362,19.76602926687362,31
Dewayne Dedmon,6000000,2018,2017,ATL,Atlanta Hawks,0.0017952633733457116,17.952633733457116,28
Ersan Ilyasova,6000000,2018,2017,ATL,Atlanta Hawks,0.0017952633733457116,17.952633733457116,30
Mike Muscala,5000000,2018,2017,ATL,Atlanta Hawks,0.0014960528111214264,14.960528111214265,26
Malcolm Delaney,2500000,2018,2017,ATL,Atlanta Hawks,0.0007480264055607132,7.480264055607132,28
Richard Jefferson,2500000,2018,2017,ATL,Atlanta Hawks,0.0007480264055607132,7.480264055607132,37
Taurean Waller-Prince,2422560,2018,2017,ATL,Atlanta Hawks,0.0007248555396220645,7.248555396220645,23
Luke Babbitt,1974159,2018,2017,ATL,Atlanta Hawks,0.0005906892243101328,5.9068922431013275,28
John Collins,1936920,2018,2017,ATL,Atlanta Hawks,0.0005795469221834626,5.795469221834626,20
Mike Dunleavy,1662500,2018,2017,ATL,Atlanta Hawks,0.0004974375596978743,4.974375596978743,37
DeAndre' Bembry,1567200,2018,2017,ATL,Atlanta Hawks,0.00046892279311789984,4.689227931178999,23
Nicolas Brussino,1312611,2018,2017,ATL,Atlanta Hawks,0.0003927470752917813,3.927470752917813,24
Diamond Stone,1312611,2018,2017,ATL,Atlanta Hawks,0.0003927470752917813,3.927470752917813,20
Isaiah Taylor,1312611,2018,2017,ATL,Atlanta Hawks,0.0003927470752917813,3.927470752917813,23
Tyler Dorsey,815615,2018,2017,ATL,Atlanta Hawks,0.00024404062270856042,2.440406227085604,21
Quinn Cook,100000,2018,2017,ATL,Atlanta Hawks,2.9921056222428528e-05,0.29921056222428527,24
Jeremy Evans,50000,2018,2017,ATL,Atlanta Hawks,1.4960528111214264e-05,0.14960528111214264,30
Tyler Cavanaugh,50000,2018,2017,ATL,Atlanta Hawks,1.4960528111214264e-05,0.14960528111214264,23
DeAndre Liggins,26773,2018,2017,ATL,Atlanta Hawks,8.01076438243079e-06,0.08010764382430789,29
Robert Parish,2500000,1991,1990,BOS,Boston Celtic,0.008516059585165705,85.16059585165705,37
Larry Bird,1500000,1991,1990,BOS,Boston Celtic,0.0051096357510994235,51.09635751099424,34
Kevin McHale,1400000,1991,1990,BOS,Boston Celtic,0.0047689933676927955,47.68993367692796,33
Brian Shaw,1212000,1991,1990,BOS,Boston Celtic,0.004128585686888334,41.28585686888334,24
Joe Kleine,850000,1991,1990,BOS,Boston Celtic,0.0028954602589563398,28.954602589563397,28
Ed Pinckney,750000,1991,1990,BOS,Boston Celtic,0.0025548178755497118,25.54817875549712,27
John Bagley,550000,1991,1990,BOS,Boston Celtic,0.0018735331087364553,18.735331087364553,30
Michael Smith,525000,1991,1990,BOS,Boston Celtic,0.001788372512884798,17.88372512884798,18
Reggie Lewis,400000,1991,1990,BOS,Boston Celtic,0.0013625695336265129,13.625695336265128,25
Kevin Gamble,375000,1991,1990,BOS,Boston Celtic,0.0012774089377748559,12.77408937774856,25
Derek Smith,315000,1991,1990,BOS,Boston Celtic,0.0010730235077308788,10.730235077308787,29
Stojko Vrankovic,222000,1991,1990,BOS,Boston Celtic,0.0007562260911627147,7.562260911627146,26
Dave Popson,80000,1991,1990,BOS,Boston Celtic,0.0002725139067253026,2.725139067253026,26
A.J. Wynder,30000,1991,1990,BOS,Boston Celtic,0.00010219271502198846,1.0219271502198846,26
Larry Bird,7070000,1992,1991,BOS,Boston Celtic,0.019963066914393174,199.63066914393173,35
Kevin McHale,3500000,1992,1991,BOS,Boston Celtic,0.009882706393263947,98.82706393263948,34
Reggie Lewis,3340000,1992,1991,BOS,Boston Celtic,0.00943092552957188,94.30925529571881,26
Robert Parish,3000000,1992,1991,BOS,Boston Celtic,0.00847089119422624,84.7089119422624,38
Kevin Gamble,1400000,1992,1991,BOS,Boston Celtic,0.0039530825573055785,39.530825573055786,26
Brian Shaw,1313000,1992,1991,BOS,Boston Celtic,0.003707426712673018,37.07426712673018,25
Joe Kleine,950000,1992,1991,BOS,Boston Celtic,0.0026824488781716426,26.824488781716425,29
Ed Pinckney,900000,1992,1991,BOS,Boston Celtic,0.0025412673582678722,25.41267358267872,28
Stojko Vrankovic,665000,1992,1991,BOS,Boston Celtic,0.00187771421472015,18.7771421472015,27
Michael Smith,625000,1992,1991,BOS,Boston Celtic,0.0017647689987971334,17.647689987971333,19
John Bagley,550000,1992,1991,BOS,Boston Celtic,0.0015529967189414774,15.529967189414775,31
Rick Fox,525000,1992,1991,BOS,Boston Celtic,0.0014824059589895922,14.824059589895922,22
Rickey Green,315000,1992,1991,BOS,Boston Celtic,0.0008894435753937553,8.894435753937552,37
Jim Paxson,225000,1992,1991,BOS,Boston Celtic,0.0006353168395669681,6.35316839566968,34
Kevin Pritchard,130000,1992,1991,BOS,Boston Celtic,0.00036707195174980376,3.670719517498038,24
A.J. Wynder,130000,1992,1991,BOS,Boston Celtic,0.00036707195174980376,3.670719517498038,27
Robert Parish,3513000,1993,1992,BOS,Boston Celtic,0.00879619611716423,87.9619611716423,39
Kevin McHale,3500000,1993,1992,BOS,Boston Celtic,0.008763645434123201,87.63645434123201,35
Reggie Lewis,3320000,1993,1992,BOS,Boston Celtic,0.008312943668939723,83.12943668939722,27
Larry Bird,2300000,1993,1992,BOS,Boston Celtic,0.005758966999566675,57.58966999566675,36
Xavier McDaniel,1869000,1993,1992,BOS,Boston Celtic,0.004679786661821789,46.797866618217896,29
Sherman Douglas,1869000,1993,1992,BOS,Boston Celtic,0.004679786661821789,46.797866618217896,26
Kevin Gamble,1200000,1993,1992,BOS,Boston Celtic,0.0030046784345565264,30.046784345565264,27
Joe Kleine,1150000,1993,1992,BOS,Boston Celtic,0.0028794834997833375,28.794834997833377,30
Ed Pinckney,1150000,1993,1992,BOS,Boston Celtic,0.0028794834997833375,28.794834997833377,29
Stojko Vrankovic,831000,1993,1992,BOS,Boston Celtic,0.0020807398159303943,20.807398159303943,28
Dino Radja,711000,1993,1992,BOS,Boston Celtic,0.0017802719724747417,17.802719724747416,25
Rick Fox,650000,1993,1992,BOS,Boston Celtic,0.0016275341520514516,16.275341520514516,23
Michael Smith,650000,1993,1992,BOS,Boston Celtic,0.0016275341520514516,16.275341520514516,20
John Bagley,550000,1993,1992,BOS,Boston Celtic,0.0013771442825050745,13.771442825050745,32
Alaa Abdelnaby,500000,1993,1992,BOS,Boston Celtic,0.0012519493477318859,12.519493477318859,24
A.J. Wynder,140000,1993,1992,BOS,Boston Celtic,0.0003505458173649281,3.5054581736492807,28
Marcus Webb,140000,1993,1992,BOS,Boston Celtic,0.0003505458173649281,3.5054581736492807,22
Bart Kofoed,140000,1993,1992,BOS,Boston Celtic,0.0003505458173649281,3.5054581736492807,28
Kenny Battle,140000,1993,1992,BOS,Boston Celtic,0.0003505458173649281,3.5054581736492807,28
Joe Wolf,29000,1993,1992,BOS,Boston Celtic,7.261306216844939e-05,0.7261306216844939,28
